upm;nvivi;nhoga;dpto;area;año;e01aimde;e01bimde;e01cimde;e01dde;e01ede;e01fde;e02tde;e01hide;e01ide;e01jde;e01kjde;e01hde;e01kde;e01lde;v19ede;ingrevasode;ingrealmuerzode;v21gde;totpers;ingrem;ipcm;linpobto;linpobex;pobrezai;pobnopoi;fex.2022;facpob;p0pobtot;p1pobtot;p2pobtot;p0pobext;p1pobext;p2pobext;ipcmdefg;quintili;decili;quintiai;decilai
44;50;1;0;1;2022;3474514,56310681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169377;715851;0;7;4359742,56310681;622820,366158115;816163;338225;2;1;82,512987013;577,590909091;1;,236892181882644;,0561179058371198;0; ;0;622820,366158115;1;2;1;2
59;6;1;0;1;2022;10015299,4257588;2818375,71780147;0;0;0;0;0;0;0;0;0;0;0;0;1509844,1345365;0;0;0;6;14343519,2780968;2390586,54634946;816163;338225;3;0;74,29712062;445,78272372;0; ;0;0; ;0;2390586,54634946;4;8;4;8
59;12;1;0;1;2022;468130,464476425;0;0;0;0;0;0;0;0;0;0;0;0;0;1516718,53945899;0;0;0;1;1984849,00393542;1984849,00393542;816163;338225;3;0;74,29712062;74,29712062;0; ;0;0; ;0;1984849,00393542;4;8;4;7
59;19;1;0;1;2022;402625,102543067;0;0;0;0;0;0;0;704593,929450367;0;0;0;0;0;0;112918;477234;0;6;1697371,03199343;282895,171998906;816163;338225;1;1;74,29712062;445,78272372;1;,653383978446823;,426910623290998;1;,163588818097699;,0267613014066021;282895,171998906;1;1;1;1
59;22;1;0;1;2022;4567781,78835109;1087087,77686628;0;0;0;301968,8269073;0;0;0;0;0;0;0;0;704593,929450367;169377;238617;0;6;7069426,32157504;1178237,72026251;816163;338225;3;0;74,29712062;445,78272372;0; ;0;0; ;0;1178237,72026251;3;5;2;4
59;27;1;0;1;2022;3522969,64725184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3522969,64725184;587161,607875306;816163;338225;2;1;74,29712062;445,78272372;1;,280582913124822;,0787267711376115;0; ;0;587161,607875306;1;2;1;1
59;31;1;0;1;2022;4026251,02543067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4026251,02543067;4026251,02543067;816163;338225;3;0;74,29712062;74,29712062;0; ;0;0; ;0;4026251,02543067;5;10;5;10
59;37;1;0;1;2022;3422313,37161607;0;0;0;0;0;0;0;0;0;0;0;1107219,03199343;0;0;0;0;0;3;4529532,4036095;1509844,1345365;816163;338225;3;0;74,29712062;222,89136186;0; ;0;0; ;0;1509844,1345365;3;6;3;6
59;59;1;0;1;2022;0;0;0;0;0;603937,6538146;0;0;0;0;0;0;553609,515996717;0;0;0;0;0;2;1157547,16981132;578773,584905659;816163;338225;2;1;74,29712062;148,59424124;1;,290860300080182;,0845997141627334;0; ;0;578773,584905659;1;2;1;1
59;61;1;0;1;2022;4026251,02543067;0;0;1006562,75635767;0;0;0;0;0;0;0;0;0;0;1509844,1345365;0;0;0;4;6542657,91632484;1635664,47908121;816163;338225;3;0;74,29712062;297,18848248;0; ;0;0; ;0;1635664,47908121;4;7;3;6
74;4;1;0;1;2022;2463855,42168674;0;0;0;0;0;0;5420481,92771083;0;0;0;0;0;0;2956626,50602409;0;0;3942168,67469878;2;10512449,7991968;5256224,89959838;816163;338225;3;0;166,153200625;332,30640125;0; ;0;0; ;0;5256224,89959838;5;10;5;10
74;8;1;0;1;2022;2463855,42168674;0;0;2168192,77108433;7884337,34939757;0;0;0;0;0;0;0;0;0;2956626,50602409;0;0;6504578,31325299;2;14930963,8554216;7465481,92771082;816163;338225;3;0;166,153200625;332,30640125;0; ;0;0; ;0;7465481,92771082;5;10;5;10
74;19;1;0;1;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1971084,33734939;0;0;0;1;1971084,33734939;1971084,33734939;816163;338225;3;0;166,153200625;166,153200625;0; ;0;0; ;0;1971084,33734939;4;8;4;7
74;37;1;0;1;2022;11333734,939759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;11333734,939759;5666867,4698795;816163;338225;3;0;166,153200625;332,30640125;0; ;0;0; ;0;5666867,4698795;5;10;5;10
74;45;1;0;1;2022;6219331,3881218;492771,084337348;0;0;0;0;0;2956626,50602409;0;0;0;0;0;0;1971084,33734939;0;0;0;3;11639813,3158326;3879937,77194421;816163;338225;3;0;166,153200625;498,459601875;0; ;0;0; ;0;3879937,77194421;5;10;5;9
74;65;1;0;1;2022;6406024,09638552;985542,168674696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7391566,26506022;7391566,26506022;816163;338225;3;0;166,153200625;166,153200625;0; ;0;0; ;0;7391566,26506022;5;10;5;10
89;2;1;0;1;2022;0;0;0;0;0;2110319,41031941;0;0;0;0;0;0;0;0;1004914,004914;0;0;743090,848626398;3;3053309,17784787;1017769,72594929;816163;338225;3;0;61,88474026;185,65422078;0; ;0;0; ;0;1017769,72594929;3;5;2;4
89;5;1;0;1;2022;0;0;0;3215724,81572481;0;0;0;0;0;0;0;0;0;0;2512285,01228501;0;0;2753464,37346437;2;5498554,46355445;2749277,23177723;816163;338225;3;0;61,88474026;123,76948052;0; ;0;0; ;0;2749277,23177723;5;9;4;8
89;9;1;0;1;2022;4220638,82063881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4220638,82063881;4220638,82063881;816163;338225;3;0;61,88474026;61,88474026;0; ;0;0; ;0;4220638,82063881;5;10;5;10
89;10;1;0;1;2022;3758378,37837837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3758378,37837837;939594,594594593;816163;338225;3;0;61,88474026;247,53896104;0; ;0;0; ;0;939594,594594593;2;4;2;3
89;11;1;0;1;2022;0;0;0;0;0;3014742,01474201;0;0;0;0;0;0;0;0;0;0;0;0;3;3014742,01474201;1004914,004914;816163;338225;3;0;61,88474026;185,65422078;0; ;0;0; ;0;1004914,004914;2;4;2;3
89;16;1;0;1;2022;4220638,82063881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4220638,82063881;4220638,82063881;816163;338225;3;0;61,88474026;61,88474026;0; ;0;0; ;0;4220638,82063881;5;10;5;10
89;17;1;0;1;2022;0;0;0;0;0;4019656,01965601;0;0;0;167820,638820638;0;0;0;0;0;0;0;0;2;4187476,65847665;2093738,32923832;816163;338225;3;0;61,88474026;123,76948052;0; ;0;0; ;0;2093738,32923832;4;8;4;7
89;18;1;0;1;2022;7235380,83538082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7235380,83538082;3617690,41769041;816163;338225;3;0;61,88474026;123,76948052;0; ;0;0; ;0;3617690,41769041;5;10;5;9
89;24;1;0;1;2022;502457,002457001;0;0;0;0;0;0;0;0;0;0;0;0;0;1306388,2063882;0;0;0;2;1808845,2088452;904422,604422602;816163;338225;3;0;61,88474026;123,76948052;0; ;0;0; ;0;904422,604422602;2;4;2;3
89;34;1;0;1;2022;1248103,19410319;0;0;0;0;0;0;0;0;0;0;0;0;0;1808845,2088452;0;0;0;1;3056948,4029484;3056948,4029484;816163;338225;3;0;61,88474026;61,88474026;0; ;0;0; ;0;3056948,4029484;5;9;5;9
89;52;1;0;1;2022;2411793,61179361;0;0;1205896,8058968;0;0;0;703439,803439802;0;0;0;0;0;0;1205896,8058968;0;0;0;2;5527027,02702701;2763513,51351351;816163;338225;3;0;61,88474026;123,76948052;0; ;0;0; ;0;2763513,51351351;5;9;4;8
102;3;1;0;1;2022;2247626,97751874;1021648,62614488;0;0;0;0;0;0;0;0;0;0;0;0;1021648,62614488;0;0;0;1;4290924,22980849;4290924,22980849;816163;338225;3;0;70,145700903;70,145700903;0; ;0;0; ;0;4290924,22980849;5;10;5;10
102;4;1;0;1;2022;6385303,9134055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6385303,9134055;3192651,95670275;816163;338225;3;0;70,145700903;140,291401806;0; ;0;0; ;0;3192651,95670275;5;9;5;9
102;9;1;0;1;2022;1532472,93921732;7151540,38301416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8684013,32223148;8684013,32223148;816163;338225;3;0;70,145700903;70,145700903;0; ;0;0; ;0;8684013,32223148;5;10;5;10
102;32;1;0;1;2022;9708918,63270058;0;0;0;0;0;0;0;0;0;0;0;0;0;2151044,52892538;0;0;0;4;11859963,161626;2964990,79040649;816163;338225;3;0;70,145700903;280,582803612;0; ;0;0; ;0;2964990,79040649;5;9;5;9
102;34;1;0;1;2022;7012877,70304399;0;0;0;0;0;0;0;0;0;0;0;0;0;3189129,42006366;0;0;4903913,40549542;1;9793347,6726497;9793347,6726497;816163;338225;3;0;70,145700903;70,145700903;0; ;0;0; ;0;9793347,6726497;5;10;5;10
102;41;1;0;1;2022;1532472,93921732;0;0;0;0;0;0;0;0;0;0;0;0;0;510824,31307244;0;0;0;1;2043297,25228976;2043297,25228976;816163;338225;3;0;70,145700903;70,145700903;0; ;0;0; ;0;2043297,25228976;4;8;4;7
102;43;1;0;1;2022;10022149,2898795;0;0;0;0;0;0;0;0;0;0;0;0;0;4086594,50457952;0;0;2176482,32468556;4;13927370,2674019;3481842,56685047;816163;338225;3;0;70,145700903;280,582803612;0; ;0;0; ;0;3481842,56685047;5;10;5;9
116;4;1;0;1;2022;2940095,84664537;0;0;0;0;0;0;0;0;0;0;0;0;0;784025,559105431;0;0;0;1;3724121,4057508;3724121,4057508;816163;338225;3;0;223,190866511;223,190866511;0; ;0;0; ;0;3724121,4057508;5;10;5;9
116;5;1;0;1;2022;7143929,60009916;0;0;0;0;0;0;0;0;0;0;0;0;0;2940095,84664537;0;0;4900159,74440894;2;9675678,80137711;4837839,40068856;816163;338225;3;0;223,190866511;446,381733022;0; ;0;0; ;0;4837839,40068856;5;10;5;10
116;10;1;0;1;2022;1568051,11821086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1568051,11821086;1568051,11821086;816163;338225;3;0;223,190866511;223,190866511;0; ;0;0; ;0;1568051,11821086;4;7;3;6
116;61;1;0;1;2022;12740415,3354633;0;0;0;0;0;0;627220,447284345;0;0;0;0;0;0;2940095,84664537;0;0;1960063,89776358;4;16144392,971246;4036098,2428115;816163;338225;3;0;223,190866511;892,763466044;0; ;0;0; ;0;4036098,2428115;5;10;5;10
116;66;1;0;1;2022;5236981,87235544;0;0;0;0;0;0;8330271,5654952;0;0;0;0;0;0;1765010,07213647;0;0;7056230,03194888;5;14744244,340658;2948848,86813161;816163;338225;3;0;223,190866511;1115,954332555;0; ;0;0; ;0;2948848,86813161;5;9;5;9
131;10;1;0;1;2022;9784688,99521531;4892344,49760766;0;0;0;0;0;4892344,49760766;0;0;0;0;0;0;4892344,49760766;0;0;2935406,69856459;5;24217105,2631579;4843421,05263158;816163;338225;3;0;145,965956558;729,82978279;0; ;0;0; ;0;4843421,05263158;5;10;5;10
131;14;1;0;1;2022;3131100,4784689;3131100,4784689;0;0;0;0;0;11741626,7942584;0;0;0;0;0;0;978468,899521531;0;0;4892344,49760766;2;18574601,2759171;9287300,63795853;816163;338225;3;0;145,965956558;291,931913116;0; ;0;0; ;0;9287300,63795853;5;10;5;10
131;54;1;0;1;2022;0;0;0;0;0;0;0;0;0;3424641,14832536;0;0;0;0;1973030,58312244;0;0;0;1;5397671,7314478;5397671,7314478;816163;338225;3;0;145,965956558;145,965956558;0; ;0;0; ;0;5397671,7314478;5;10;5;10
146;16;1;0;1;2022;12863709,6774194;0;0;9895161,29032263;0;0;0;0;0;0;0;0;0;0;3958064,51612905;0;0;0;3;26716935,4838711;8905645,16129036;816163;338225;3;0;165,025974026;495,077922078;0; ;0;0; ;0;8905645,16129036;5;10;5;10
146;41;1;0;1;2022;2968548,38709679;0;0;0;0;0;0;0;0;494758,064516131;0;0;0;0;1979032,25806453;0;0;1286370,96774194;5;5335141,12903228;1067028,22580646;816163;338225;3;0;165,025974026;825,12987013;0; ;0;0; ;0;1067028,22580646;3;5;2;4
146;48;1;0;1;2022;0;0;0;0;3958064,51612905;0;0;0;0;0;0;0;0;0;2968548,38709679;0;0;2968548,38709679;1;6679233,87096777;6679233,87096777;816163;338225;3;0;165,025974026;165,025974026;0; ;0;0; ;0;6679233,87096777;5;10;5;10
161;1;1;0;1;2022;0;0;0;0;0;0;0;4019656,01965601;0;0;0;0;0;0;3014742,01474201;0;0;0;1;7034398,03439802;7034398,03439802;816163;338225;3;0;95,187121671;95,187121671;0; ;0;0; ;0;7034398,03439802;5;10;5;10
161;3;1;0;1;2022;15228089,4585113;0;0;0;0;0;0;0;0;0;0;0;0;0;1507371,007371;0;0;1406879,6068796;8;16618220,4986423;2077277,56233029;816163;338225;3;0;95,187121671;761,496973368;0; ;0;0; ;0;2077277,56233029;4;8;4;7
161;8;1;0;1;2022;5024570,02457001;0;0;0;0;0;0;0;0;0;0;0;0;0;3014742,01474201;0;0;0;1;8039312,03931202;8039312,03931202;816163;338225;3;0;95,187121671;95,187121671;0; ;0;0; ;0;8039312,03931202;5;10;5;10
161;13;1;0;1;2022;6361226,39880985;0;0;0;0;0;0;0;1507371,007371;0;0;0;0;0;0;0;0;0;4;7868597,40618085;1967149,35154521;816163;338225;3;0;95,187121671;380,748486684;0; ;0;0; ;0;1967149,35154521;4;8;4;7
161;15;1;0;1;2022;13125425,1695509;0;0;0;0;0;0;2210810,81081081;0;0;0;0;0;0;1507371,007371;169377;715851;3014742,01474201;13;17477606,4865042;1344431,26819263;816163;338225;3;0;95,187121671;1237,432581723;0; ;0;0; ;0;1344431,26819263;3;6;3;5
161;24;1;0;1;2022;13867813,2678132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;13867813,2678132;1733476,65847665;816163;338225;3;0;95,187121671;761,496973368;0; ;0;0; ;0;1733476,65847665;4;7;3;6
161;32;1;0;1;2022;13381060,5182292;0;0;0;0;0;0;0;0;0;0;0;0;0;7034398,03439802;0;0;5024570,02457001;4;19996744,3839131;4999186,09597827;816163;338225;3;0;95,187121671;380,748486684;0; ;0;0; ;0;4999186,09597827;5;10;5;10
161;37;1;0;1;2022;5346778,5235808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5346778,5235808;1782259,50786027;816163;338225;3;0;95,187121671;285,561365013;0; ;0;0; ;0;1782259,50786027;4;7;3;6
177;9;1;0;1;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;816163;338225;1;1;74,261688312;148,523376624;1;1;1;1;1;1;0;1;1;1;1
177;10;1;0;1;2022;2183980,58252428;1489077,66990292;0;0;0;0;0;0;992718,446601945;0;0;0;0;0;0;0;0;0;2;4665776,69902914;2332888,34951457;816163;338225;3;0;74,261688312;148,523376624;0; ;0;0; ;0;2332888,34951457;4;8;4;8
177;17;1;0;1;2022;19060194,1747573;0;0;0;0;0;0;0;0;0;0;0;0;0;2978155,33980583;0;0;843810,679611653;4;21968031,9579289;5492007,98948222;816163;338225;3;0;74,261688312;297,046753248;0; ;0;0; ;0;5492007,98948222;5;10;5;10
177;24;1;0;1;2022;6949029,12621361;0;0;0;0;0;248179,611650486;0;0;0;0;0;0;0;0;112918;477234;0;5;7787360,7378641;1557472,14757282;816163;338225;3;0;74,261688312;371,30844156;0; ;0;0; ;0;1557472,14757282;4;7;3;6
177;26;1;0;1;2022;11746250,9290891;0;0;0;0;0;0;0;0;0;0;0;0;0;1489077,66990292;0;0;0;3;13235328,598992;4411776,19966402;816163;338225;3;0;74,261688312;222,785064936;0; ;0;0; ;0;4411776,19966402;5;10;5;10
177;27;1;0;1;2022;15387135,9223301;2581067,96116506;2481796,11650486;0;0;0;0;0;0;0;0;0;0;0;1489077,66990292;0;0;0;5;21939077,669903;4387815,5339806;816163;338225;3;0;74,261688312;371,30844156;0; ;0;0; ;0;4387815,5339806;5;10;5;10
177;31;1;0;1;2022;0;0;0;0;0;1588349,51456311;0;0;0;0;0;0;0;0;1985436,89320389;0;0;1786893,2038835;2;3424878,64077671;1712439,32038836;816163;338225;3;0;74,261688312;148,523376624;0; ;0;0; ;0;1712439,32038836;4;7;3;6
177;37;1;0;1;2022;7147572,815534;7941747,57281556;0;0;0;0;0;0;0;0;0;0;0;0;2481796,11650486;0;0;0;6;17571116,5048544;2928519,41747574;816163;338225;3;0;74,261688312;445,570129872;0; ;0;0; ;0;2928519,41747574;5;9;5;9
177;41;1;0;1;2022;0;0;0;0;0;0;0;0;0;0;0;0;496359,223300973;0;794174,757281556;0;0;0;1;1290533,98058253;1290533,98058253;816163;338225;3;0;74,261688312;74,261688312;0; ;0;0; ;0;1290533,98058253;3;6;3;5
177;44;1;0;1;2022;0;0;0;0;0;0;0;1985436,89320389;0;595631,067961167;0;0;0;0;1568535,39484588;0;0;0;2;4149603,35601094;2074801,67800547;816163;338225;3;0;74,261688312;148,523376624;0; ;0;0; ;0;2074801,67800547;4;8;4;7
191;1;1;0;1;2022;11252392,3444976;0;0;0;0;0;0;9784688,99521531;0;0;0;0;0;0;1956937,79904306;0;0;5870813,39712919;4;22504784,6889952;5626196,1722488;816163;338225;3;0;70,72541744;282,90166976;0; ;0;0; ;0;5626196,1722488;5;10;5;10
191;4;1;0;1;2022;7827751,19617225;1369856,45933014;0;0;0;0;163078,149920255;0;0;0;0;0;0;0;1761244,01913876;0;0;0;3;11121929,8245614;3707309,94152047;816163;338225;3;0;70,72541744;212,17625232;0; ;0;0; ;0;3707309,94152047;5;10;5;9
191;5;1;0;1;2022;978468,899521531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;978468,899521531;978468,899521531;816163;338225;3;0;70,72541744;70,72541744;0; ;0;0; ;0;978468,899521531;2;4;2;3
191;17;1;0;1;2022;1868875,59808612;0;0;0;0;0;0;0;0;0;0;0;0;0;1467703,3492823;0;0;0;1;3336578,94736842;3336578,94736842;816163;338225;3;0;70,72541744;70,72541744;0; ;0;0; ;0;3336578,94736842;5;9;5;9
191;28;1;0;1;2022;3913875,59808612;0;0;0;0;0;0;0;0;0;0;0;0;0;684928,229665072;56459;238617;0;6;4893879,8277512;815646,637958533;816163;338225;2;1;70,72541744;424,35250464;1;,000632670240463264;4,00271633167844E-007;0; ;0;815646,637958533;2;3;2;3
191;32;1;0;1;2022;2641866,02870813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2641866,02870813;2641866,02870813;816163;338225;3;0;70,72541744;70,72541744;0; ;0;0; ;0;2641866,02870813;5;9;4;8
191;34;1;0;1;2022;2935406,69856459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2935406,69856459;2935406,69856459;816163;338225;3;0;70,72541744;70,72541744;0; ;0;0; ;0;2935406,69856459;5;9;5;9
191;35;1;0;1;2022;0;0;0;0;0;489234,449760766;0;0;0;0;0;0;0;0;0;0;0;0;1;489234,449760766;489234,449760766;816163;338225;2;1;70,72541744;70,72541744;1;,400567717771125;,160454496520367;0; ;0;489234,449760766;1;2;1;1
191;36;1;0;1;2022;3424641,14832536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3424641,14832536;1141547,04944179;816163;338225;3;0;70,72541744;212,17625232;0; ;0;0; ;0;1141547,04944179;3;5;2;4
191;38;1;0;1;2022;9225342,73981481;0;0;0;0;0;0;4892344,49760766;0;0;0;0;0;0;1956937,79904306;0;0;1669267,94258373;4;15935519,3745836;3983879,84364589;816163;338225;3;0;70,72541744;282,90166976;0; ;0;0; ;0;3983879,84364589;5;10;5;10
