UPM;NVIVI;NHOGA;AÑO;DPTO;AREA;HOMBRES;MUJERES;TOTAL;V01;V02A;V02B;V03;V04;V05;V06;V07;V07A;V08;V09;V10;V11A;V11B;V12;V13;V14A;V14B;V15;V16;V17;V18;V19;V20;V21;V21G;V23A1;V23A2;V23B;V23C1;V23C2;V2401;V2402;V2403;V2404;V2404A;V2405;V2406;V2407;V2408;V2409;V2410;V2411;V2412;V2413;V2414;THOGAV;FEX.2022;POBREZAI;POBNOPOI
44;42;1;2022;0;1;0;1;1;2;1;1;4;5;6;1;1;2;1;2;1;6;1;1;1;1;4;2;4; ;600000; ; ;6; ;1;6;1;1;6;6;6;6;6;1;6;6;6;6;6;6;6;6;6;6;1;82,512987013;3;0
44;45;1;2022;0;1;0;1;1;2;1;1;4;5;6;1;1;2;11;7;1;6;1;1;1;1;4;2;4; ;600000; ; ;6; ;1;6;6; ; ;6;6;1;6;1;6;6;6;6;6;6;1;6;6;6;1;82,512987013;3;0
44;47;1;2022;0;1;0;1;1;2;1;1;4;5;6;1;1;2;1;2;1;6;1;1;1;6;4;2;4; ;650000; ; ;6; ;1;6;1;1;1;1;1;1;6;1;6;1;6;1;6;1;6;1;6;6;1;82,512987013;3;0
44;48;1;2022;0;1;4;2;6;1;4;4;4;5;1;1;1;2;11;7;1;6;1;1;2;1;2;2;4; ;1000000; ; ;6; ;6;6;1;1;6;1;1;1;1;6;1;6;6;6;6;1;1;1;6;6;2;82,512987013;2;1
44;50;1;2022;0;1;5;2;7;3;2;2;4;5;1;1;1;2;11;7;1;6;1;1;1;1;4;2;4; ;1200000; ; ;6; ;6;6;6; ; ;1;1;1;6;1;1;6;6;1;6;6;1;1;6;1;2;82,512987013;2;1
59;6;1;2022;0;1;2;4;6;1;5;4;4;5;1;1;1;2;1;2;1;6;1;1;2;1;2;2;1;1; ;1500000; ;6; ;1;6;1;1;6;1;1;1;1;6;1;6;6;1;6;1;1;1;1;1;4;74,29712062;3;0
59;12;1;2022;0;1;0;1;1;1;4;2;4;5;1;1;1;2;11;7;1;1;1;1;1;1;4;2;1;1; ;99999999999;99999999999;6; ;6;6;1;1;6;1;1;1;6;1;1;6;6;1;6;1;1;1;6;6;1;74,29712062;3;0
59;19;1;2022;0;1;3;3;6;1;1;1;4;4;4;1;1;2;11;7;1;6;1;1;1;1;4;2;4; ;700000; ; ;6; ;6;6;6; ; ;6;6;1;6;1;1;6;6;6;6;6;1;1;6;1;3;74,29712062;1;1
59;22;1;2022;0;1;4;2;6;1;4;3;4;5;1;1;1;2;1;2;1;6;1;1;1;1;2;2;6; ; ;700000; ;6; ;6;6;1;1;6;1;1;1;1;6;1;6;6;1;6;6;1;1;6;1;2;74,29712062;3;0
59;27;1;2022;0;1;4;2;6;1;2;1;4;5;1;1;1;2;11;7;1;6;1;1;1;6;2;2;4; ;500000; ; ;6; ;6;6;6; ; ;6;1;1;1;6;6;6;6;1;6;6;6;6;6;6;4;74,29712062;2;1
59;31;1;2022;0;1;1;0;1;2;4;2;4;5;1;1;1;2;11;7;1;6;1;1;2;1;2;2;4; ;1200000; ; ;6; ;6;6;1;6;1;1;1;1;1;6;6;6;6;1;6;1;1;1;6;6;1;74,29712062;3;0
59;37;1;2022;0;1;1;2;3;3;2;2;4;5;6;1;1;2;1;2;1;6;1;1;1;6;2;2;4; ;700000; ; ;6; ;6;6;1;1;6;1;1;1;1;6;1;6;6;1;6;1;6;6;6;6;2;74,29712062;3;0
59;59;1;2022;0;1;1;1;2;1;2;1;4;5;6;1;1;2;11;7;1;6;1;1;1;1;2;2;4; ;500000; ; ;6; ;6;6;1;1;6;1;1;1;1;6;1;6;6;1;6;6;1;6;6;6;3;74,29712062;2;1
59;61;1;2022;0;1;2;2;4;1;5;3;4;5;1;1;1;2;11;7;1;6;1;1;2;1;4;2;1;1; ;1500000; ;6; ;1;1;1;1;6;1;1;1;1;1;1;6;6;6;6;6;6;1;1;6;2;74,29712062;3;0
74;4;1;2022;0;1;1;2;3;1;5;2;4;6;1;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;3000000; ;1;4000000;1;6;1;1;6;1;1;1;1;6;1;6;6;1;6;1;6;1;1;6;2;166,153200625;3;0
74;8;1;2022;0;1;1;1;2;1;5;3;4;5;4;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;3000000; ;1;6600000;1;6;1;1;6;1;1;1;1;1;1;1;1;1;6;1;1;1;1;6;4;166,153200625;3;0
74;19;1;2022;0;1;0;1;1;1;6;3;4;5;1;1;1;2;11;7;1;1;1;1;1;1;2;2;1;1; ;2000000; ;6; ;6;6;6; ; ;1;1;1;1;1;1;6;6;1;6;1;1;1;6;6;1;166,153200625;3;0
74;37;1;2022;0;1;1;1;2;1;4;3;4;5;1;1;1;2;11;7;1;6;1;1;1;1;4;2;4; ;1500000; ; ;6; ;1;1;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;6;4;166,153200625;3;0
74;45;1;2022;0;1;1;2;3;1;5;4;4;5;1;1;1;2;1;2;1;1;1;1;1;1;2;2;1;7; ;2000000; ;6; ;1;6;1;1;6;6;1;1;1;6;1;1;1;1;6;6;6;1;1;6;4;166,153200625;3;0
74;65;1;2022;0;1;0;1;1;2;3;2;4;8;6;1;1;2;11;7;1;6;1;1;1;1;2;2;4; ;1300000; ; ;6; ;1;6;1;1;6;1;1;1;1;1;1;6;1;1;6;1;1;1;6;6;1;166,153200625;3;0
89;2;1;2022;0;1;1;2;3;1;3;2;4;5;6;1;1;2;11;7;1;6;1;1;1;1;2;2;2;2; ;1000000; ;1;99999999999;6;6;1;1;6;1;1;1;1;6;1;6;6;1;6;1;1;6;6;1;2;61,88474026;3;0
89;5;1;2022;0;1;0;2;2;1;2;1;4;5;1;1;1;2;11;7;1;1;1;1;1;1;2;2;1;1; ;2500000; ;1;2740000;6;6;6; ; ;1;1;1;1;6;1;6;6;1;6;6;6;1;6;6;3;61,88474026;3;0
89;9;1;2022;0;1;1;0;1;1;2;1;4;5;1;1;1;2;1;2;1;6;1;1;2;1;4;2;4; ;750000; ; ;6; ;6;6;6; ; ;6;6;1;6;1;6;6;6;6;6;6;6;6;6;6;1;61,88474026;3;0
89;10;1;2022;0;1;3;1;4;2;3;2;4;5;6;1;1;2;11;7;1;6;1;1;1;1;4;2;4; ;1000000; ; ;6; ;6;6;1;1;6;6;1;1;6;1;6;6;6;6;6;6;1;1;6;6;2;61,88474026;3;0
89;11;1;2022;0;1;3;0;3;2;2;2;4;5;6;1;1;2;11;7;1;6;1;1;2;1;4;2;4; ;1000000; ; ;6; ;1;6;6; ; ;6;6;1;6;1;6;6;6;6;6;6;6;6;6;6;5;61,88474026;3;0
89;16;1;2022;0;1;1;0;1;3;2;1;4;5;1;1;1;2;1;2;1;6;1;1;1;1;4;2;4; ;750000; ; ;6; ;6;6;1;6;1;6;6;1;6;1;6;6;6;6;6;6;6;6;6;6;1;61,88474026;3;0
89;17;1;2022;0;1;0;2;2;3;1;1;4;5;1;1;1;2;11;7;1;6;1;1;1;6;4;2;4; ;850000; ; ;6; ;1;6;1;1;6;6;6;1;6;1;6;6;6;6;6;6;1;6;6;6;5;61,88474026;3;0
89;18;1;2022;0;1;2;0;2;3;2;1;4;5;1;1;1;2;11;7;1;6;1;1;2;1;2;2;4; ;850000; ; ;6; ;6;1;1;1;6;6;1;1;1;6;6;6;6;6;6;1;6;6;6;1;5;61,88474026;3;0
89;24;1;2022;0;1;1;1;2;1;4;2;4;5;1;1;1;2;11;7;1;1;9;1;2;1;2;2;1;1; ;1300000; ;6; ;6;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;6;2;61,88474026;3;0
89;34;1;2022;0;1;0;1;1;1;3;2;4;5;4;1;1;2;1;2;1;6;1;1;1;1;2;2;6; ; ;1800000; ;6; ;6;6;6; ; ;1;1;1;1;6;6;6;6;6;6;6;6;6;6;6;1;61,88474026;3;0
89;52;1;2022;0;1;1;1;2;1;3;1;4;5;1;1;1;2;1;2;1;6;1;1;1;1;2;2;1;1; ;1200000; ;6; ;6;6;6; ; ;1;1;1;1;6;1;6;6;6;6;6;6;1;6;6;5;61,88474026;3;0
102;3;1;2022;0;1;1;0;1;1;1;1;4;5;1;1;1;2;11;7;1;6;1;1;1;1;4;2;6; ; ;1000000; ;6; ;6;6;1;6;1;1;1;1;6;1;1;6;6;1;6;1;1;1;1;6;1;70,145700903;3;0
102;4;1;2022;0;1;1;1;2;1;3;2;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;4; ;2500000; ; ;6; ;6;6;1;1;6;1;1;1;1;1;1;6;6;1;6;6;1;1;6;6;4;70,145700903;3;0
102;9;1;2022;0;1;0;1;1;1;3;1;4;6;6;1;1;2;1;2;1;6;1;1;1;1;2;2;4; ;2300000; ; ;6; ;1;6;1;1;6;6;1;1;1;6;1;6;1;1;6;6;1;6;6;6;1;70,145700903;3;0
102;32;1;2022;0;1;3;1;4;1;6;4;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;99999999999;99999999999;6; ;1;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;6;2;70,145700903;3;0
102;34;1;2022;0;1;1;0;1;1;5;3;4;6;1;1;1;2;1;2;1;1;1;1;1;1;2;2;1;1; ;99999999999;99999999999;1;4800000;1;6;1;1;6;1;1;1;1;1;1;1;1;1;6;6;6;1;1;6;1;70,145700903;3;0
102;41;1;2022;0;1;1;0;1;2;1;1;4;5;6;1;1;2;1;2;1;6;1;1;1;6;4;2;6; ; ;500000; ;6; ;6;6;1;6;1;1;1;1;6;1;6;6;6;6;6;6;1;1;6;6;1;70,145700903;3;0
102;43;1;2022;0;1;2;2;4;1;5;3;4;5;6;1;1;2;11;7;1;1;1;1;1;1;2;2;1;1; ;4000000; ;1;99999999999;1;6;1;1;6;1;1;1;1;1;1;6;1;1;6;1;1;1;1;6;4;70,145700903;3;0
116;4;1;2022;0;1;1;0;1;1;5;1;4;5;6;1;1;2;1;2;1;6;1;1;1;1;4;2;6; ; ;800000; ;6; ;6;6;1;1;1;6;1;1;1;1;1;6;6;6;6;6;1;1;6;1;1;223,190866511;3;0
116;5;1;2022;0;1;1;1;2;1;4;2;4;5;1;1;1;2;11;7;1;1;1;1;1;1;2;2;1;1; ;3000000; ;1;5000000;6;1;1;1;6;1;1;1;1;6;1;6;6;1;6;1;1;1;6;6;4;223,190866511;3;0
116;10;1;2022;0;1;0;1;1;3;1;1;4;5;1;1;1;2;1;2;1;6;1;1;1;6;2;2;4; ;500000; ; ;6; ;1;6;1;1;6;6;6;6;1;1;1;6;6;1;6;6;6;6;6;6;1;223,190866511;3;0
116;61;1;2022;0;1;2;2;4;1;4;3;4;5;1;1;1;2;11;7;1;1;1;1;1;1;2;2;1;1; ;3000000; ;1;2000000;1;6;1;1;6;1;1;1;1;6;1;6;6;1;6;1;1;1;1;1;4;223,190866511;3;0
116;66;1;2022;0;1;1;4;5;1;5;4;4;5;1;1;1;2;1;2;1;1;1;1;1;1;2;2;1;1; ;99999999999;99999999999;1;7200000;6;6;1;1;6;6;1;1;1;6;1;6;6;1;6;1;1;6;1;6;4;223,190866511;3;0
131;10;1;2022;0;1;2;3;5;1;5;4;4;5;6;1;1;1;11;7;1;1;1;1;1;1;2;2;1;1; ;5000000; ;1;3000000;1;6;1;1;6;1;1;1;1;6;1;6;1;1;6;1;1;1;1;6;4;145,965956558;3;0
131;14;1;2022;0;1;0;4;4;1;6;2;4;5;6;1;1;2;11;7;1;6;1;1;1;1;4;2;1;1; ;1000000; ;1;5000000;1;6;1;1;6;1;1;1;6;1;1;1;1;1;6;1;1;1;1;6;5;145,965956558;3;0
131;54;1;2022;0;1;0;1;1;1;7;3;4;5;1;1;1;2;11;7;1;1;6;1;1;1;7;2;6; ; ;99999999999;99999999999;6; ;6;6;6; ; ;6;1;1;1;6;1;6;6;6;6;1;6;6;6;6;1;145,965956558;3;0
146;16;1;2022;0;1;2;1;3;1;4;3;4;5;1;1;1;2;11;7;1;6;1;1;1;1;4;2;1;1; ;4000000; ;6; ;1;6;1;1;6;6;1;1;1;6;1;6;1;1;6;1;1;1;1;6;2;165,025974026;3;0
146;41;1;2022;0;1;4;1;5;1;5;3;4;5;1;1;1;2;1;2;1;6;1;1;2;1;2;2;1;1; ;2000000; ;1;1300000;1;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;6;1;1;6;4;165,025974026;3;0
146;48;1;2022;0;1;0;1;1;1;4;3;4;5;1;1;1;2;11;7;1;1;1;1;1;1;2;2;1;1; ;3000000; ;1;3000000;6;6;1;1;6;1;1;1;1;6;1;6;6;1;6;6;6;1;6;6;1;165,025974026;3;0
161;1;1;2022;0;1;0;1;1;1;4;2;4;5;1;1;1;2;11;7;1;1;6;1;1;1;7;2;1;1; ;3000000; ;6; ;6;6;6; ; ;6;1;1;1;6;1;6;6;1;6;1;1;1;1;6;1;95,187121671;3;0
161;3;1;2022;0;1;5;3;8;1;7;5;4;5;4;1;1;2;1;2;1;1;1;1;1;1;4;2;1;1; ;1500000; ;1;1400000;6;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;6;4;95,187121671;3;0
161;8;1;2022;0;1;1;0;1;1;4;1;4;5;1;1;1;2;11;7;1;6;1;1;2;1;2;2;1;1; ;3000000; ;6; ;1;6;1;1;6;1;1;1;1;1;1;6;1;1;6;1;1;1;1;6;1;95,187121671;3;0
161;13;1;2022;0;1;2;2;4;2;2;1;4;5;6;1;1;2;11;7;1;6;1;1;1;1;2;2;4; ;1300000; ; ;6; ;6;6;1;1;6;1;1;1;1;6;1;6;6;1;6;1;1;6;6;6;4;95,187121671;3;0
161;15;1;2022;0;1;8;5;13;1;6;5;4;5;1;1;1;2;1;2;1;6;1;1;1;1;2;2;1;1; ;1500000; ;1;3000000;6;6;1;1;6;1;1;1;1;6;1;6;6;1;6;1;6;1;6;6;4;95,187121671;3;0
161;24;1;2022;0;1;5;3;8;3;2;2;4;5;1;1;1;2;1;2;1;6;1;1;2;1;4;2;4; ;1000000; ; ;6; ;6;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;6;1;4;95,187121671;3;0
161;32;1;2022;0;1;3;2;5;1;7;4;4;6;1;1;1;2;1;2;1;6;1;1;1;1;2;2;1;1; ;7000000; ;1;5000000;1;6;1;1;6;1;1;1;1;6;1;6;1;1;6;1;1;1;1;6;2;95,187121671;3;0
161;37;1;2022;0;1;2;1;3;1;3;2;4;5;1;1;1;2;11;7;1;6;1;1;2;1;2;2;4; ;1350000; ; ;6; ;1;6;1;1;6;1;1;1;1;6;1;6;6;1;6;1;1;1;1;1;2;95,187121671;3;0
177;9;1;2022;0;1;1;1;2;2;3;2;4;6;6;1;1;2;1;2;1;6;1;1;1;1;4;2;4; ;99999999999; ; ;6; ;6;6;1;1;6;1;1;1;6;1;1;6;1;1;6;1;1;1;6;6;2;74,261688312;1;1
177;10;1;2022;0;1;0;2;2;2;3;2;4;6;6;1;1;2;11;7;1;6;1;1;1;1;2;2;4; ;2100000; ; ;6; ;6;1;1;1;6;1;1;1;1;1;1;6;1;1;6;1;1;1;1;6;3;74,261688312;3;0
177;17;1;2022;0;1;2;2;4;1;6;4;4;5;1;1;1;2;1;2;1;6;1;1;1;1;2;2;1;1; ;3000000; ;1;850000;1;1;1;1;6;1;1;1;1;1;1;6;1;1;6;1;1;1;1;6;2;74,261688312;3;0
177;24;1;2022;0;1;4;1;5;2;4;3;4;5;1;1;1;2;11;7;1;6;1;1;1;1;4;2;4; ;2000000; ; ;6; ;1;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;1;4;74,261688312;3;0
177;26;1;2022;0;1;1;2;3;1;7;3;4;5;1;1;1;2;11;7;1;1;6;1;2;1;2;2;1;1; ;1500000; ;6; ;1;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;6;4;74,261688312;3;0
177;27;1;2022;0;1;2;3;5;1;4;3;4;5;1;1;1;2;1;2;1;6;1;1;1;1;2;2;1;1; ;1500000; ;6; ;1;1;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;6;4;74,261688312;3;0
177;31;1;2022;0;1;1;1;2;1;5;3;4;5;1;1;1;2;11;7;1;1;1;1;1;1;4;2;1;1; ;2000000; ;1;1800000;6;6;1;1;6;1;1;1;1;1;1;6;6;1;6;6;1;1;6;6;2;74,261688312;3;0
177;37;1;2022;0;1;4;2;6;1;5;3;4;5;1;1;1;2;1;2;1;6;1;1;1;1;2;2;1;1; ;2500000; ;9;99999999999;1;1;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;6;4;74,261688312;3;0
177;41;1;2022;0;1;0;1;1;1;4;2;4;5;1;1;1;2;1;2;1;6;6;1;2;1;2;2;1;1; ;800000; ;6; ;6;6;6; ; ;1;6;1;1;6;1;6;6;1;6;6;6;1;6;6;1;74,261688312;3;0
177;44;1;2022;0;1;1;1;2;1;4;3;4;5;1;1;1;2;11;7;1;1;6;1;1;1;2;2;3;3; ;99999999999;99999999999;6; ;6;6;6; ; ;6;1;1;1;6;1;6;6;6;6;6;6;1;6;6;4;74,261688312;3;0
191;1;1;2022;0;1;3;1;4;1;7;5;4;5;1;1;1;2;11;7;1;1;1;1;1;1;2;2;1;1; ;2000000; ;1;6000000;1;1;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;6;4;70,72541744;3;0
191;4;1;2022;0;1;1;2;3;1;3;2;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;1800000; ;6; ;1;6;1;1;6;1;1;1;1;6;1;6;6;1;6;1;6;1;6;1;3;70,72541744;3;0
191;5;1;2022;0;1;0;1;1;1;2;1;4;5;6;1;1;2;11;7;1;6;1;1;1;6;2;2;4; ;1900000; ; ;6; ;1;6;1;6;1;1;6;1;1;6;6;6;6;1;6;1;1;1;1;6;1;70,72541744;3;0
191;17;1;2022;0;1;0;1;1;1;4;3;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;6; ; ;1500000; ;6; ;6;6;1;1;6;1;1;1;1;6;1;6;6;1;6;6;1;6;6;6;1;70,72541744;3;0
191;28;1;2022;0;1;2;4;6;1;2;2;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;700000; ;6; ;6;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;6;6;2;70,72541744;2;1
191;32;1;2022;0;1;1;0;1;1;1;1;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;4; ;350000; ; ;6; ;6;6;1;1;6;6;1;1;1;1;1;6;6;1;6;6;6;1;6;1;1;70,72541744;3;0
191;34;1;2022;0;1;1;0;1;1;2;1;4;5;1;1;1;2;11;7;1;6;1;1;2;1;4;2;4; ;600000; ; ;6; ;6;6;1;6;1;6;1;1;6;1;1;6;6;1;6;1;6;6;6;6;1;70,72541744;3;0
191;35;1;2022;0;1;1;0;1;3;1;1;4;4;1;1;1;2;1;2;1;6;1;1;1;6;7;2;4; ;300000; ; ;6; ;6;6;1;6;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;70,72541744;2;1
191;36;1;2022;0;1;2;1;3;3;1;1;4;3;1;1;1;2;1;2;1;6;1;1;1;6;2;2;4; ;700000; ; ;6; ;6;6;1;1;6;6;1;1;1;1;1;6;6;6;6;1;1;1;6;1;2;70,72541744;3;0
191;38;1;2022;0;1;1;3;4;1;7;4;4;5;1;1;1;2;11;7;1;1;1;1;1;1;2;2;1;1; ;2000000; ;1;1706000;6;6;1;1;6;6;1;1;1;6;1;6;6;1;6;1;1;1;1;6;4;70,72541744;3;0
191;46;1;2022;0;1;0;1;1;1;1;1;4;5;1;1;1;2;1;2;1;6;1;1;1;1;3;2;1;1; ;99999999999;99999999999;1;1500000;6;6;1;1;6;6;1;1;6;6;6;6;6;6;6;6;6;6;6;1;1;70,72541744;3;0
206;24;1;2022;0;1;1;2;3;1;2;1;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;4; ;1000000; ; ;6; ;1;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;6;6;6;1;3;93,936155914;3;0
206;25;1;2022;0;1;1;1;2;1;3;2;4;5;6;1;1;2;11;7;1;1;1;1;1;1;2;2;4; ;2000000; ; ;6; ;1;6;1;1;6;6;1;1;1;6;1;6;6;1;6;1;6;6;6;6;3;93,936155914;3;0
206;26;1;2022;0;1;0;1;1;1;4;3;4;5;1;1;1;2;11;7;1;1;1;1;1;1;7;2;1;1; ;1500000; ;1;391000;6;1;1;1;1;1;1;1;1;6;1;6;6;1;6;1;1;1;6;6;1;93,936155914;3;0
