UPM;NVIVI;NHOGA;AÑO;DPTO;AREA;HOMBRES;MUJERES;TOTAL;V01;V02A;V02B;V03;V04;V05;V06;V07;V07A;V08;V09;V10;V11A;V11B;V12;V13;V14A;V14B;V15;V16;V17;V18;V19;V20;V21;V21G;V23A1;V23A2;V23B;V23C1;V23C2;V2401;V2402;V2403;V2404;V2404A;V2405;V2406;V2407;V2408;V2409;V2410;V2411;V2412;V2413;V2414;THOGAV;FEX.2022;POBREZAI;POBNOPOI
6138;29;1;2022;3;6;2;2;4;1;3;2;4;4;4;2;1;2;2;2;1;6;1;1;3;1;1;1;6; ; ;850000; ;6; ;6;6;6; ; ;6;1;1;6;6;1;6;6;6;6;1;6;6;6;1;2;61,363870968;3;0
6138;31;1;2022;3;6;1;0;1;1;3;1;4;9;4;6; ;2;6;2;1;6;1;1;2;1;4;6;6; ; ;700000; ;6; ;6;6;1;6;1;1;1;1;6;1;1;6;6;1;6;1;1;1;1;6;1;61,363870968;3;0
6160;2;1;2022;3;6;2;1;3;1;1;1;4;1;4;7; ;4;7;4;1;6;1;1;7;1;1;1;1;1; ;200000; ;6; ;6;6;6; ; ;1;6;1;1;6;6;6;6;6;6;6;6;6;6;1;2;64,892592593;2;1
6160;4;1;2022;3;6;2;2;4;1;4;3;4;5;1;2;1;2;2;2;1;6;1;1;2;1;1;1;1;1; ;400000; ;6; ;6;6;6; ; ;6;1;1;1;6;6;6;6;1;6;6;6;6;6;1;4;64,892592593;2;1
6160;12;1;2022;3;6;2;1;3;1;3;2;4;1;3;7; ;4;6;4;1;6;1;1;6;1;1;1;1;1; ;350000; ;6; ;6;6;6; ; ;6;1;1;6;6;1;6;6;6;6;6;6;1;1;1;2;64,892592593;3;0
6160;13;1;2022;3;6;1;0;1;1;2;1;4;5;1;2;1;2;6;4;1;6;1;1;2;1;2;1;6; ; ;500000; ;6; ;6;6;1;6;1;6;1;1;1;1;6;6;6;6;6;1;6;6;6;1;1;64,892592593;3;0
6160;19;1;2022;3;6;2;1;3;1;4;3;4;4;1;6; ;2;6;2;1;6;1;1;6;1;1;1;1;1; ;500000; ;1;200000;6;6;6; ; ;1;6;1;1;6;1;6;6;1;6;6;6;6;1;1;3;64,892592593;2;1
6160;20;1;2022;3;6;1;2;3;1;2;1;4;5;1;2;1;2;6;5;1;6;1;1;2;1;2;4;1;3; ;300000; ;6; ;6;6;6; ; ;6;1;1;1;6;1;6;6;1;6;6;6;6;6;1;2;64,892592593;3;0
6160;21;1;2022;3;6;1;1;2;1;4;3;4;3;1;6; ;2;6;2;1;6;1;1;3;1;2;1;1;3; ;300000; ;6; ;1;1;6; ; ;1;1;1;1;1;1;6;6;1;6;6;1;1;1;1;3;64,892592593;3;0
6160;22;1;2022;3;6;1;3;4;1;3;3;4;5;1;6; ;2;6;2;1;1;1;1;2;1;1;4;3;3; ;350000; ;6; ;1;6;1;1;6;6;1;1;1;1;1;6;6;1;6;1;1;1;6;6;5;64,892592593;3;0
6160;25;1;2022;3;6;2;4;6;1;4;4;4;3;1;3;1;2;7;4;1;6;1;1;2;1;1;5;1;1; ;1500000; ;1;500000;1;6;6; ; ;1;1;1;1;1;1;6;6;1;6;1;6;1;6;1;4;64,892592593;3;0
6160;26;1;2022;3;6;1;0;1;1;2;2;3;5;4;3;1;2;3;2;1;6;1;1;3;6;1;5;1;1; ;99999999999;500000;6; ;6;6;6; ; ;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;1;64,892592593;3;0
6160;27;1;2022;3;6;2;3;5;1;3;3;4;5;4;6; ;2;6;2;1;6;1;1;2;1;1;1;1;1; ;600000; ;1;700000;6;6;6; ; ;6;1;1;1;6;6;6;6;1;6;6;6;6;1;1;4;64,892592593;1;1
6184;1;1;2022;3;6;1;2;3;1;1;1;4;5;4;2;1;2;2;2;1;6;1;1;2;1;2;2;1;1; ;99999999999;50000000;6; ;1;6;6; ; ;1;1;1;1;6;1;6;6;1;6;1;6;1;1;1;2;123,958095238;3;0
6184;2;1;2022;3;6;3;2;5;1;3;2;4;5;1;2;1;2;2;2;1;1;1;1;2;1;2;2;1;1; ;600000; ;1;122000;1;6;1;1;6;1;1;1;1;6;1;1;6;1;6;1;1;1;1;1;4;123,958095238;3;0
6184;9;1;2022;3;6;0;2;2;1;3;2;4;5;1;2;1;2;2;2;1;6;1;1;2;1;2;1;1;1; ;99999999999;99999999999;6; ;6;6;1;1;6;1;1;1;1;1;1;6;1;1;6;1;1;1;6;6;5;123,958095238;3;0
6184;23;1;2022;3;6;1;2;3;1;1;1;3;9;4;2;1;1;2;1;1;6;6;6; ;6;1;4;1;1; ;99999999999;99999999999;6; ;6;6;6; ; ;1;6;1;6;6;6;6;6;6;6;6;6;1;6;1;2;123,958095238;3;0
6184;25;1;2022;3;6;1;2;3;4;1;1;3;1;4;2;1;1;2;1;1;6;1;1;7;6;3;1;1;1; ;200000; ;6; ;6;6;6; ; ;1;6;1;6;6;6;6;6;6;6;6;6;6;6;1;2;123,958095238;3;0
6184;32;1;2022;3;6;2;1;3;1;2;2;4;4;1;2;1;2;2;2;1;6;1;1;3;1;1;1;1;1; ;300000; ;6; ;1;6;6; ; ;1;1;1;1;6;6;6;6;1;6;1;6;6;6;1;2;123,958095238;3;0
6184;34;1;2022;3;6;1;1;2;1;2;1;4;4;4;2;1;2;2;2;1;6;1;1;3;1;3;1;4; ;500000; ; ;6; ;6;6;6; ; ;6;6;1;1;6;6;6;6;6;6;6;6;6;1;6;2;123,958095238;3;0
6184;40;1;2022;3;6;0;1;1;1;3;1;4;4;1;2;1;1;2;1;1;6;1;1;3;1;1;1;1;1; ;99999999999;99999999999;1;100000;6;6;6; ; ;1;1;1;1;6;1;6;6;6;6;6;6;6;6;6;1;123,958095238;3;0
6184;43;1;2022;3;6;2;3;5;1;3;2;4;4;1;2;1;2;2;2;1;6;1;1;3;1;1;1;1;1; ;1000000; ;1;85000;6;6;6; ; ;1;1;1;1;1;6;6;6;1;6;1;6;6;6;6;4;123,958095238;3;0
6184;60;1;2022;3;6;0;2;2;1;3;2;4;5;1;2;6;2;2;2;1;6;1;1;2;1;2;1;1;1; ;500000; ;6; ;6;6;6; ; ;1;1;1;1;6;6;6;6;1;6;6;6;6;6;6;4;123,958095238;2;1
6193;10;1;2022;3;1;6;2;8;1;2;2;4;1;3;2;1;1;2;1;1;6;1;1;2;1;1;1;1;1; ;300000; ;6; ;6;6;6; ; ;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;3;67,023706897;1;1
6193;21;1;2022;3;1;3;3;6;1;4;2;4;4;1;2;6;2;2;2;1;6;1;1;2;1;3;2;4; ;150000; ; ;6; ;6;6;6; ; ;1;1;1;6;1;1;6;6;6;6;6;6;6;6;1;4;67,023706897;2;1
6193;23;1;2022;3;1;4;5;9;1;5;4;4;4;1;2;1;2;11;7;1;6;1;1;2;1;3;2;1;1; ;500000; ;6; ;6;6;1;1;6;1;1;1;1;1;1;6;6;6;6;1;6;1;6;1;4;67,023706897;3;0
6193;28;1;2022;3;1;1;0;1;1;2;2;4;3;4;2;1;2;2;2;1;6;6;1;2;1;4;4;6; ; ;150000; ;6; ;6;6;6; ; ;1;1;6;6;1;6;6;6;6;6;1;6;6;6;6;1;67,023706897;3;0
6193;31;1;2022;3;1;1;4;5;1;2;2;4;4;4;2;6;2;2;2;1;6;1;1;3;1;2;2;1;1; ;400000; ;6; ;6;6;1;1;6;1;1;1;1;6;1;6;6;6;6;1;6;1;6;1;3;67,023706897;2;1
6193;34;1;2022;3;1;1;1;2;1;1;1;4;4;4;2;1;2;2;2;1;6;1;1;2;1;3;2;1;1; ;500000; ;6; ;6;6;6; ; ;1;1;1;6;6;6;6;6;6;6;6;6;6;6;6;4;67,023706897;3;0
6193;36;1;2022;3;1;1;5;6;1;3;3;4;4;4;2;6;2;2;2;1;6;1;1;3;1;3;1;1;1; ;400000; ;6; ;6;6;6; ; ;1;1;1;6;6;1;6;6;6;6;6;6;6;6;1;4;67,023706897;2;1
6193;43;1;2022;3;1;1;1;2;1;7;6;4;5;1;2;6;2;11;7;1;6;1;1;2;1;2;2;1;1; ;800000; ;6; ;6;6;1;1;6;1;1;1;1;6;6;6;6;6;6;1;6;1;1;1;4;67,023706897;3;0
6193;44;1;2022;3;1;3;3;6;1;4;4;4;4;1;2;1;2;2;2;1;6;1;1;2;1;2;2;1;1; ;800000; ;6; ;6;6;6; ; ;1;1;1;1;6;1;6;6;6;6;6;6;1;6;1;4;67,023706897;3;0
6193;48;1;2022;3;1;2;1;3;1;2;1;4;5;1;2;6;2;2;2;1;6;1;1;3;1;2;2;1;1; ;800000; ;6; ;1;1;6; ; ;1;1;1;1;1;6;6;6;1;6;1;6;1;6;6;2;67,023706897;3;0
6193;54;1;2022;3;1;0;1;1;1;1;1;4;1;4;2;1;1;2;1;1;6;6;1;6;6;3;1;1;1; ;300000; ;6; ;6;6;6; ; ;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;1;67,023706897;3;0
6193;57;1;2022;3;1;3;2;5;1;2;2;4;4;1;2;1;2;2;2;1;6;1;1;3;1;4;2;6; ; ;400000; ;6; ;1;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;6;1;4;67,023706897;3;0
6206;8;1;2022;3;1;0;4;4;1;2;1;4;4;4;2;6;2;2;2;1;6;1;1;3;1;4;2;1;1; ;500000; ;6; ;6;6;6; ; ;1;1;1;1;1;1;6;6;6;6;1;6;1;6;6;3;54,605153417;3;0
6206;12;1;2022;3;1;1;0;1;1;1;1;4;3;4;2;6;2;2;2;1;6;6;1;3;1;1;1;3;3; ;400000; ;6; ;6;6;6; ; ;6;1;1;1;6;6;6;6;6;6;6;6;6;6;6;1;54,605153417;3;0
6206;17;1;2022;3;1;1;2;3;1;4;3;4;5;1;2;1;2;2;2;1;6;1;1;2;1;3;2;1;1; ;99999999999;99999999999;6; ;6;6;6; ; ;1;1;1;1;6;6;6;6;6;6;1;6;1;6;6;4;54,605153417;3;0
6206;24;1;2022;3;1;5;1;6;1;5;5;4;4;3;2;6;2;2;2;1;6;1;1;3;1;1;2;1;1; ;600000; ;6; ;6;6;6; ; ;1;1;1;6;6;1;6;6;6;6;6;6;6;6;1;4;54,605153417;3;0
6206;27;1;2022;3;1;1;1;2;1;5;3;4;5;1;2;1;2;2;2;1;1;1;1;2;1;2;2;1;1; ;99999999999;99999999999;1;400000;6;6;1;1;6;1;1;1;1;6;1;6;6;1;6;1;6;1;1;6;2;54,605153417;3;0
6206;38;1;2022;3;1;2;2;4;1;5;4;4;4;1;2;1;2;2;2;1;6;1;1;2;1;2;2;1;1; ;1000000; ;6; ;1;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;6;2;54,605153417;3;0
6206;42;1;2022;3;1;1;0;1;1;3;3;4;3;3;2;1;2;2;2;1;6;1;1;3;1;3;1;1;1; ;500000; ;6; ;6;6;6; ; ;1;1;1;1;6;6;6;6;6;6;6;6;6;6;6;1;54,605153417;3;0
6206;43;1;2022;3;1;0;1;1;1;4;3;4;4;3;2;6;2;2;2;1;1;1;1;3;1;2;2;1;1; ;500000; ;1;90000;6;6;1;6;1;1;1;1;1;6;6;6;6;6;6;6;6;6;6;6;1;54,605153417;3;0
6206;44;1;2022;3;1;1;1;2;1;99;99;4;5;1;2;1;2;2;2;1;6;1;1;2;1;4;2;1;1; ;99999999999;99999999999;6; ;1;6;1;1;6;6;6;1;6;1;6;6;1;1;6;6;6;1;1;6;2;54,605153417;3;0
6206;48;1;2022;3;1;1;2;3;1;6;4;4;5;1;2;1;2;2;2;1;1;1;1;2;1;2;2;1;1; ;1200000; ;1;600000;1;1;6; ; ;1;1;1;1;1;1;6;6;1;6;1;1;1;1;6;4;54,605153417;3;0
6206;67;1;2022;3;1;2;1;3;1;4;3;4;5;1;2;1;2;2;2;1;6;1;1;2;1;2;2;1;1; ;600000; ;6; ;6;6;6; ; ;6;1;1;1;6;1;6;6;1;6;1;6;1;6;6;2;54,605153417;2;1
6218;7;1;2022;3;1;1;1;2;1;6;3;4;5;1;2;1;2;2;2;1;6;1;1;2;1;4;2;1;1; ;1000000; ;6; ;1;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;1;2;64,302443609;3;0
6218;9;1;2022;3;1;1;1;2;1;3;2;4;5;1;2;1;2;2;2;1;1;1;1;2;1;2;2;1;1; ;700000; ;1;150000;6;6;6; ; ;1;1;1;1;6;1;6;6;1;6;1;1;1;6;1;2;64,302443609;3;0
6218;14;1;2022;3;1;0;1;1;1;3;1;4;1;1;2;1;2;2;2;1;1;6;1;2;1;2;2;1;1; ;2000000; ;6; ;1;6;6; ; ;1;1;1;1;6;1;6;6;1;6;1;6;1;6;6;1;64,302443609;3;0
6218;21;1;2022;3;1;1;2;3;1;4;2;4;5;1;2;1;2;2;2;1;6;1;1;2;1;2;2;1;1; ;2000000; ;1;99999999999;6;6;1;1;6;1;1;1;1;6;1;6;6;1;6;1;1;1;1;1;2;64,302443609;3;0
6218;25;1;2022;3;1;2;3;5;1;3;2;4;3;1;2;1;2;2;2;1;6;1;1;2;1;2;2;1;1; ;1000000; ;1;99999999999;6;6;6; ; ;1;1;1;1;6;1;6;6;6;6;1;1;6;6;1;5;64,302443609;3;0
6218;26;1;2022;3;1;1;0;1;1;3;3;4;5;1;2;1;2;11;7;1;1;1;1;2;1;2;2;1;1; ;1500000; ;1;480000;6;6;1;1;6;1;1;1;1;1;1;1;6;1;6;1;1;1;1;6;1;64,302443609;3;0
6218;28;1;2022;3;1;0;1;1;1;5;3;4;5;1;2;1;2;2;2;1;6;1;1;2;1;2;2;1;1; ;99999999999;99999999999;1;270000;6;6;6; ; ;1;1;1;1;1;1;6;6;1;6;1;6;6;6;6;1;64,302443609;3;0
6218;31;1;2022;3;1;2;1;3;1;5;3;4;5;1;2;1;2;2;2;1;6;1;1;2;1;2;2;1;1; ;2000000; ;1;200000;1;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;1;2;64,302443609;3;0
6218;35;1;2022;3;1;2;2;4;1;4;3;4;5;1;2;1;2;11;7;1;6;1;1;2;1;2;2;4; ;1000000; ; ;1;184000;6;6;6; ; ;1;1;1;1;6;1;6;6;1;6;1;1;6;1;6;2;64,302443609;3;0
6218;45;1;2022;3;1;1;4;5;1;7;4;4;5;1;2;1;2;11;7;1;1;1;1;2;1;2;2;1;1; ;2500000; ;1;650000;1;1;1;1;6;1;1;1;1;1;1;6;1;1;6;1;1;1;1;6;4;64,302443609;3;0
6231;3;1;2022;3;1;3;1;4;1;5;3;4;5;1;2;6;2;2;2;1;6;1;1;2;1;2;2;6; ; ;700000; ;6; ;1;6;1;1;6;1;1;1;1;6;1;6;6;1;6;1;1;1;6;1;2;77,263119673;3;0
6231;7;1;2022;3;1;1;1;2;1;2;2;4;5;1;2;1;1;2;1;1;6;1;1;2;6;2;2;1;1; ;500000; ;6; ;6;6;1;1;6;1;1;1;1;6;1;6;6;6;6;1;6;1;6;1;3;77,263119673;3;0
6231;27;1;2022;3;1;0;3;3;1;6;3;4;5;6;2;1;2;2;2;1;6;1;1;2;1;2;2;1;4; ;1000000; ;6; ;1;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;6;3;77,263119673;3;0
6231;28;1;2022;3;1;0;1;1;1;3;1;4;5;6;2;1;2;2;2;1;6;1;1;2;1;2;2;1;1; ;99999999999;99999999999;1;400000;6;6;6; ; ;6;1;1;1;6;1;6;6;1;6;1;1;1;6;6;1;77,263119673;3;0
6231;29;1;2022;3;1;3;2;5;1;5;3;4;5;1;2;6;2;11;7;1;6;1;1;2;1;2;2;1;1; ;1500000; ;1;350000;1;6;1;1;6;1;1;1;1;6;1;6;1;1;6;1;1;1;1;1;2;77,263119673;3;0
6231;31;1;2022;3;1;3;3;6;1;5;3;4;3;1;2;1;2;2;2;1;6;1;1;2;1;2;2;1;1; ;2000000; ;6; ;6;6;6; ; ;1;1;1;1;6;1;6;6;1;6;1;6;1;1;1;5;77,263119673;3;0
6231;36;1;2022;3;1;4;3;7;1;5;3;4;4;1;2;1;2;2;2;1;6;1;1;3;1;3;2;1;1; ;500000; ;6; ;6;6;1;1;6;1;1;1;1;1;1;1;6;6;6;6;6;1;6;1;4;77,263119673;3;0
6231;45;1;2022;3;1;3;1;4;1;3;2;4;5;1;2;1;2;2;2;1;6;1;1;3;1;3;2;1;1; ;600000; ;6; ;6;6;6; ; ;1;1;1;1;6;1;6;1;1;6;6;6;1;1;1;2;77,263119673;3;0
6231;50;1;2022;3;1;1;1;2;1;3;2;4;5;1;2;1;2;2;2;1;6;1;1;3;1;2;2;1;1; ;2000000; ;1;320000;6;6;6; ; ;6;1;1;1;6;1;6;6;6;6;6;6;1;6;6;2;77,263119673;3;0
6244;4;1;2022;3;1;1;0;1;1;2;1;4;5;4;4;1;2;4;2;1;6;1;1;3;1;3;2;6; ; ;600000; ;6; ;6;6;1;6;1;1;1;1;1;1;6;6;6;1;6;1;6;6;1;6;1;61,599603848;3;0
6244;7;1;2022;3;1;3;7;10;1;4;4;4;4;4;2;1;2;2;2;1;6;1;1;3;6;3;2;6; ; ;1000000; ;6; ;6;6;6; ; ;1;1;1;1;6;1;6;6;6;6;1;6;6;6;1;5;61,599603848;3;0
6244;9;1;2022;3;1;2;1;3;1;5;4;4;5;1;2;1;2;2;2;1;6;1;1;3;1;2;1;1;1; ;1000000; ;1;140000;6;6;1;1;6;1;1;1;1;6;1;1;6;1;6;1;6;1;1;1;2;61,599603848;3;0
6244;11;1;2022;3;1;2;2;4;1;5;4;4;5;1;2;1;2;2;2;1;6;1;1;2;1;2;2;1;1; ;1500000; ;1;220000;1;6;1;1;6;1;1;1;1;6;1;6;6;1;6;1;1;1;1;1;2;61,599603848;3;0
6244;16;1;2022;3;1;0;2;2;1;5;2;4;5;1;2;1;2;2;2;1;6;1;1;2;1;2;2;4; ;600000; ; ;6; ;6;6;1;1;6;1;1;1;1;1;1;6;6;6;6;1;1;1;6;1;3;61,599603848;3;0
6244;24;1;2022;3;1;2;3;5;1;3;2;4;5;1;2;1;2;2;2;1;1;1;1;2;1;4;2;1;1; ;1000000; ;6; ;1;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;6;4;61,599603848;3;0
6244;37;1;2022;3;1;1;3;4;1;2;2;4;4;4;2;1;2;2;2;1;6;1;1;3;1;2;2;1;1; ;300000; ;6; ;6;6;1;1;6;6;1;1;6;6;1;6;6;1;6;6;6;6;6;1;4;61,599603848;2;1
6244;39;1;2022;3;1;0;1;1;1;4;3;4;5;1;2;1;2;2;2;1;6;1;1;2;1;2;2;1;1; ;1500000; ;1;126000;1;6;1;1;1;1;1;1;1;6;1;6;6;1;6;6;1;1;6;6;1;61,599603848;3;0
6244;44;1;2022;3;1;1;2;3;1;4;2;4;3;1;2;1;2;2;2;1;6;1;1;3;1;2;2;6; ; ;500000; ;6; ;6;6;6; ; ;1;1;1;1;6;1;6;6;1;6;1;1;1;6;1;2;61,599603848;2;1
6244;52;1;2022;3;1;1;1;2;1;2;1;4;5;1;2;1;2;2;2;1;6;1;1;2;1;4;2;1;1; ;1000000; ;6; ;6;6;6; ; ;6;1;1;6;1;1;6;6;6;6;6;1;1;6;1;3;61,599603848;3;0
6259;16;1;2022;3;6;1;1;2;1;2;2;4;3;1;3;1;2;3;2;1;6;1;1;3;1;1;1;1;1; ;600000; ;6; ;6;6;6; ; ;1;1;1;1;6;1;6;6;6;6;6;6;6;6;1;3;81,764666667;3;0
6259;18;1;2022;3;6;1;1;2;1;2;1;4;3;1;3;6;2;3;2;1;6;1;1;3;1;1;1;6; ; ;99999999999;99999999999;6; ;6;6;6; ; ;1;1;1;1;6;1;6;6;6;6;6;6;1;6;1;2;81,764666667;3;0
6259;23;1;2022;3;6;3;4;7;1;6;4;4;3;1;3;1;2;3;2;1;6;1;1;2;1;1;1;1;1; ;1000000; ;6; ;6;6;6; ; ;1;1;1;1;1;1;6;6;1;6;1;1;1;1;6;4;81,764666667;3;0
6259;27;1;2022;3;6;3;2;5;1;3;2;4;5;1;3;1;2;3;2;1;6;1;1;3;1;1;4;1;1; ;800000; ;6; ;6;1;6; ; ;1;1;6;1;6;1;6;6;6;6;1;6;6;1;1;2;81,764666667;3;0
6259;28;1;2022;3;6;1;4;5;1;4;3;4;5;1;3;1;2;3;2;1;6;1;1;2;1;1;4;1;1; ;700000; ;1;175000;6;6;6; ; ;1;1;1;1;6;1;6;6;6;6;1;6;1;6;1;4;81,764666667;3;0
6259;34;1;2022;3;6;2;2;4;1;3;2;4;5;1;3;1;2;3;2;1;6;1;1;2;1;2;1;1;1; ;900000; ;6; ;6;6;6; ; ;1;1;1;1;1;1;6;6;1;6;6;1;1;6;1;2;81,764666667;3;0
6259;37;1;2022;3;6;1;2;3;1;3;3;4;4;1;3;1;2;3;2;1;6;1;1;3;1;1;1;1;1; ;99999999999;99999999999;6; ;6;6;6; ; ;1;1;1;1;6;1;6;6;6;6;6;6;6;6;6;4;81,764666667;2;1
6259;41;1;2022;3;6;1;0;1;1;3;1;4;3;1;3;1;1;3;1;1;6;1;1;3;1;3;4;1;1; ;99999999999;99999999999;6; ;6;6;6; ; ;1;6;1;6;6;1;6;6;6;6;6;6;6;6;6;1;81,764666667;3;0
6259;46;1;2022;3;6;2;3;5;1;3;3;4;4;1;3;1;2;3;2;1;6;1;1;3;1;1;1;1;1; ;500000; ;6; ;6;6;6; ; ;1;1;1;6;1;1;6;6;6;6;1;1;1;6;6;2;81,764666667;3;0
6259;48;1;2022;3;6;2;1;3;1;2;2;4;5;1;3;1;2;3;2;1;6;1;1;3;1;2;1;1;1; ;99999999999;99999999999;6; ;6;6;6; ; ;1;1;1;1;6;1;6;6;6;6;6;6;6;6;1;2;81,764666667;3;0
6279;7;1;2022;3;6;2;0;2;1;3;2;3;4;4;9; ;7;13;8;1;6;1;1;6;1;1;4;1;1; ;250000; ;6; ;6;6;6; ; ;1;1;1;6;6;6;6;6;6;6;6;6;6;6;1;3;58,24591195;3;0
6279;12;1;2022;3;6;1;2;3;1;3;3;4;4;1;7; ;4;9;8;1;6;1;1;7;1;1;1;1;7; ;300000; ;6; ;6;6;6; ; ;1;6;1;6;6;6;6;6;6;6;6;6;1;6;1;3;58,24591195;1;1
6279;13;1;2022;3;6;1;0;1;1;1;1;4;3;4;7; ;4;9;8;1;6;1;6; ;6;7;1;1;3; ;300000; ;6; ;6;6;6; ; ;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;58,24591195;2;1
6279;17;1;2022;3;6;1;0;1;1;2;1;4;4;4;2;1;1;2;1;1;6;6;1;6;6;1;1;1;1; ;200000; ;6; ;6;6;6; ; ;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;58,24591195;3;0
6279;18;1;2022;3;6;1;2;3;1;3;2;4;5;1;2;1;2;2;2;1;6;1;1;2;1;1;1;1;1; ;300000; ;6; ;6;6;6; ; ;6;1;1;1;6;1;6;6;6;6;6;6;6;6;1;2;58,24591195;1;1
6279;23;1;2022;3;6;2;2;4;1;5;4;4;5;4;2;6;2;2;2;1;6;1;1;2;1;1;1;1;1; ;1000000; ;6; ;6;6;6; ; ;6;1;1;1;6;6;6;6;6;6;1;6;1;6;1;5;58,24591195;2;1
6279;24;1;2022;3;6;2;2;4;1;2;2;4;4;1;2;6;2;2;2;1;6;1;1;2;1;1;1;1;1; ;600000; ;1;200000;6;6;6; ; ;6;1;1;6;6;6;6;6;6;6;6;6;6;6;1;2;58,24591195;2;1
6279;25;1;2022;3;6;4;1;5;1;4;4;1;1;3;2;6;1;2;1;1;6;1;1;7;6;1;1;1;1; ;200000; ;6; ;6;6;6; ; ;6;1;1;6;1;1;6;6;6;6;6;6;6;6;1;4;58,24591195;3;0
6279;27;1;2022;3;6;1;1;2;1;2;2;4;4;1;2;6;2;2;2;1;6;1;1;3;1;1;4;1;1; ;600000; ;6; ;6;6;6; ; ;6;1;1;1;6;1;6;6;6;6;1;6;6;6;6;3;58,24591195;3;0
6279;34;1;2022;3;6;1;1;2;1;2;2;4;4;1;2;6;2;2;2;1;6;1;1;3;1;1;7;1;1; ;300000; ;6; ;6;6;6; ; ;1;1;1;6;6;6;6;6;1;6;6;6;6;1;6;2;58,24591195;3;0
6279;35;1;2022;3;6;1;1;2;1;3;1;4;5;3;2;1;2;2;2;1;6;6;1;3;1;1;1;1;1; ;300000; ;6; ;6;6;6; ; ;1;1;1;1;6;1;6;6;6;6;6;6;6;6;6;2;58,24591195;3;0
6299;7;1;2022;3;6;1;1;2;1;2;1;4;3;1;2;6;1;2;1;1;6;1;1;3;1;1;1;1;1; ;300000; ;6; ;6;6;6; ; ;1;1;1;6;6;1;6;6;6;6;6;6;6;6;6;2;68,923188406;3;0
6299;15;1;2022;3;6;2;2;4;1;3;3;4;5;1;2;1;1;2;1;1;6;1;1;3;1;3;4;1;1; ;99999999999;99999999999;6; ;6;6;6; ; ;6;1;1;1;6;6;6;6;1;6;6;6;6;6;6;3;68,923188406;3;0
6299;17;1;2022;3;6;3;3;6;1;7;7;4;5;4;2;1;2;2;2;1;6;1;1;2;1;1;1;1;1; ;1200000; ;6; ;6;6;6; ; ;1;1;1;1;6;1;6;6;6;6;1;1;1;6;1;4;68,923188406;3;0
6299;19;1;2022;3;6;1;3;4;1;2;2;4;5;4;2;1;2;2;2;1;6;1;1;2;1;1;1;1;1; ;500000; ;6; ;6;6;6; ; ;1;1;1;1;6;1;1;6;6;6;1;1;1;6;6;2;68,923188406;3;0
6299;21;1;2022;3;6;1;0;1;1;2;1;3;3;2;2;1;1;2;1;1;6;1;1;2;6;7;1;6; ; ;1000000; ;6; ;6;6;6; ; ;6;1;1;6;6;6;6;6;1;6;1;6;6;6;1;1;68,923188406;3;0
6299;22;1;2022;3;6;2;1;3;1;2;2;4;3;4;2;1;2;2;2;1;6;1;1;2;1;4;1;4; ;100000; ; ;6; ;6;6;6; ; ;1;1;1;1;1;6;6;6;6;6;6;1;6;6;6;2;68,923188406;2;1
6299;24;1;2022;3;6;3;1;4;1;2;2;4;4;4;2;6;2;2;2;1;6;1;1;2;1;4;1;1;1; ;500000; ;6; ;6;6;6; ; ;1;1;1;1;1;1;6;6;6;6;6;1;1;1;1;2;68,923188406;3;0
6299;27;1;2022;3;6;3;2;5;1;4;4;4;4;4;2;1;2;2;2;1;6;1;1;2;1;1;1;1;1; ;700000; ;1;58000;6;6;6; ; ;1;1;1;1;1;6;6;6;6;6;1;6;1;6;6;3;68,923188406;3;0
6299;30;1;2022;3;6;1;1;2;1;4;3;4;3;1;2;1;2;2;2;1;6;1;1;3;1;1;4;1;1; ;800000; ;6; ;6;6;6; ; ;1;1;1;1;1;1;6;6;6;6;1;1;6;6;6;2;68,923188406;3;0
6299;31;1;2022;3;6;1;2;3;1;3;2;4;4;1;2;6;2;2;2;1;6;1;1;2;1;3;1;1;1; ;800000; ;6; ;6;6;6; ; ;1;1;1;1;6;6;6;6;6;6;1;6;6;6;6;2;68,923188406;3;0
6299;34;1;2022;3;6;2;1;3;1;4;2;4;5;1;5; ;2;5;2;1;6;1;1;2;1;1;1;6; ; ;700000; ;6; ;6;6;6; ; ;1;1;1;6;6;1;1;6;6;6;6;6;6;6;1;2;68,923188406;3;0
6299;37;1;2022;3;6;1;2;3;1;2;2;4;3;1;2;1;1;2;1;1;6;1;1;2;1;1;1;1;1; ;300000; ;6; ;6;6;6; ; ;1;1;1;6;6;1;6;6;6;6;6;6;6;6;6;4;68,923188406;2;1
