UPM;NVIVI;NHOGA;AÑO;DPTO;AREA;HOMBRES;MUJERES;TOTAL;V01;V02A;V02B;V03;V04;V05;V06;V07;V07A;V08;V09;V10;V11A;V11B;V12;V13;V14A;V14B;V15;V16;V17;V18;V19;V20;V21;V21G;V23A1;V23A2;V23B;V23C1;V23C2;V2401;V2402;V2403;V2404;V2404A;V2405;V2406;V2407;V2408;V2409;V2410;V2411;V2412;V2413;V2414;THOGAV;FEX.2022;POBREZAI;POBNOPOI
14;3;1;2024;0;1;1;1;2;1;2;1;4;5;1;1;1;2;11;7;1;6;1;1;2;6;2;2;1;1; ;1000000; ;1;99999999999;6;6;1;1;6;1;1;1;1;6;1;6;6;1;6;1;6;1;6;1;2;63,514585485;3;0
14;15;1;2024;0;1;1;1;2;1;4;2;4;5;1;1;1;2;11;7;1;6;1;1;2;1;7;2;1;1; ;2000000; ;6; ;6;6;1;6;1;1;1;1;1;6;6;6;6;1;6;6;6;6;6;6;2;85,069972887;3;0
14;23;1;2024;0;1;1;1;2;1;6;4;4;5;1;1;1;2;11;7;1;6;1;1;2;1;2;2;1;1; ;2000000; ;6; ;1;1;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;6;2;75,376149458;3;0
14;26;1;2024;0;1;2;0;2;1;2;1;4;5;6;1;1;2;11;7;1;6;1;1;2;1;4;2;4; ;700000; ; ;6; ;6;6;1;1;6;6;1;1;6;1;1;6;6;1;6;6;1;6;1;6;4;76,862117893;3;0
14;33;1;2024;0;1;1;1;2;3;2;1;4;5;1;1;1;2;11;7;1;6;1;1;2;1;2;2;4; ;900000; ; ;6; ;6;6;1;1;6;6;1;1;1;1;1;6;6;1;6;1;6;1;6;1;2;54,527529294;3;0
14;37;1;2024;0;1;2;2;4;1;5;3;4;5;4;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;800000; ;1;2160000;1;6;1;1;6;1;1;1;1;6;1;6;6;1;6;1;1;6;1;6;4;99,284791324;3;0
14;40;1;2024;0;1;1;4;5;1;5;4;4;5;1;1;1;2;1;2;1;1;1;1;1;1;2;2;1;1; ;1800000; ;6; ;6;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;6;4;93,73668948;3;0
14;54;1;2024;0;1;2;1;3;1;7;3;4;5;1;1;1;2;11;7;1;6;1;1;1;1;4;2;1;1; ;3000000; ;6; ;1;6;1;1;6;1;1;1;6;1;1;6;1;1;6;1;1;1;1;6;4;79,116376564;3;0
14;56;1;2024;0;1;2;4;6;1;6;4;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;2000000; ;6; ;1;1;1;1;6;1;1;1;1;6;1;6;6;1;6;1;1;1;1;6;4;85,533189234;3;0
14;57;1;2024;0;1;2;2;4;1;7;4;4;5;1;1;1;2;1;2;1;1;1;1;1;1;2;2;1;1; ;2500000; ;1;950000;6;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;6;6;2;63,197242063;3;0
14;59;1;2024;0;1;3;2;5;1;4;2;4;5;1;1;1;2;1;2;1;6;1;1;1;1;2;2;1;1; ;1800000; ;6; ;6;6;6; ; ;1;1;1;1;1;1;6;6;1;6;1;1;1;6;6;4;81,156283783;3;0
14;66;1;2024;0;1;2;3;5;1;7;5;4;5;1;1;1;2;1;2;1;6;1;1;1;1;2;2;1;1; ;5000000; ;6; ;1;1;1;1;6;1;1;1;1;1;1;6;1;1;6;1;1;1;1;6;4;82,163730741;3;0
30;8;1;2024;0;1;1;0;1;1;4;3;4;5;6;1;1;2;11;7;1;1;1;1;1;1;7;2;1;1; ;800000; ;1;3120000;6;6;1;1;1;1;1;1;1;1;1;6;1;1;6;1;1;1;1;6;1;98,126827411;3;0
30;12;1;2024;0;1;1;1;2;1;3;2;4;5;6;1;6;2;1;2;1;6;1;1;1;1;4;2;3;3; ;99999999999;99999999999;6; ;6;6;1;1;6;1;1;1;6;1;1;6;6;1;6;1;1;1;6;6;4;80,557723301;3;0
30;16;1;2024;0;1;1;2;3;1;2;1;4;5;4;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;1500000; ;6; ;6;6;1;1;6;1;1;1;1;6;1;6;6;1;6;1;1;1;6;1;2;87,63793984;3;0
30;17;1;2024;0;1;1;3;4;1;6;3;4;5;1;1;1;2;11;7;1;6;1;1;3;1;2;2;1;1; ;800000; ;6; ;6;1;1;1;6;1;1;1;1;6;1;6;6;1;6;1;6;6;6;6;4;112,518178016;3;0
30;31;1;2024;0;1;1;2;3;1;3;2;4;5;4;1;1;2;11;7;1;6;1;1;3;1;4;2;1;1; ;99999999999;99999999999;6; ;1;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;6;1;2;93,482675674;3;0
30;33;1;2024;0;1;2;1;3;1;5;2;4;4;1;1;1;2;11;7;1;6;1;1;3;1;4;2;1;1; ;99999999999;99999999999;6; ;1;6;1;1;6;6;1;1;6;1;1;6;6;1;6;1;6;6;6;6;4;130,310597832;3;0
30;42;1;2024;0;1;5;1;6;1;2;1;4;5;6;1;1;2;11;7;1;6;1;1;1;1;4;2;4; ;900000; ; ;6; ;1;6;1;1;6;1;1;1;1;1;6;6;6;1;6;1;6;1;1;1;2;98,413204285;3;0
30;57;1;2024;0;1;1;1;2;3;1;1;4;5;1;1;1;2;11;7;1;6;1;1;1;6;4;2;4; ;400000; ; ;6; ;6;6;6; ; ;6;1;1;6;1;1;6;6;6;6;6;6;6;6;6;3;132,128724905;3;0
44;8;1;2024;0;1;1;1;2;2;1;1;4;5;1;1;1;2;11;7;1;6;1;1;1;6;4;2;4; ;750000; ; ;6; ;6;6;1;1;6;1;1;1;1;1;1;6;6;6;6;1;6;1;6;6;3;84,453234543;3;0
44;9;1;2024;0;1;1;1;2;1;3;1;4;5;6;1;1;2;11;7;1;6;1;1;1;1;2;2;4; ;750000; ; ;6; ;6;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;6;1;6;6;3;120,930158131;3;0
44;11;1;2024;0;1;1;1;2;3;1;1;4;5;6;1;1;2;1;2;1;6;1;1;1;6;2;2;4; ;800000; ; ;6; ;6;6;6; ; ;1;1;1;1;6;1;6;6;6;6;6;6;1;6;6;4;113,784837392;2;1
44;12;1;2024;0;1;2;1;3;1;4;2;4;5;1;5; ;2;11;7;1;6;1;1;1;1;2;2;1;1; ;2500000; ;6; ;6;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;1;2;93,061563669;3;0
44;16;1;2024;0;1;2;3;5;1;7;5;4;5;1;1;1;2;11;7;1;6;1;1;1;1;4;2;3;3; ;2500000; ;1;2200000;1;6;1;1;6;1;1;1;6;1;1;6;6;1;6;1;6;1;1;6;2;91,949630815;3;0
44;17;1;2024;0;1;3;3;6;1;4;2;5;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;4; ;1100000; ; ;6; ;1;6;1;1;6;1;1;1;1;6;1;6;6;6;6;1;6;6;6;6;2;114,284789871;2;1
44;39;1;2024;0;1;0;1;1;3;1;1;4;5;6;1;1;2;11;7;1;6;1;1;1;6;7;2;4; ;800000; ; ;6; ;1;6;6; ; ;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;99,373932627;3;0
44;44;1;2024;0;1;2;2;4;2;1;1;4;5;6;1;1;2;11;7;1;6;1;1;1;6;4;2;4; ;700000; ; ;1;300000;1;6;1;1;6;6;1;1;6;1;1;6;6;1;6;6;1;1;1;6;4;130,074429956;3;0
44;52;1;2024;0;1;4;1;5;1;4;3;4;5;1;1;6;2;11;7;1;6;1;1;1;1;4;2;4; ;900000; ; ;6; ;6;6;1;1;6;6;1;1;1;1;1;6;6;1;6;1;6;1;6;1;2;102,427794389;2;1
59;2;1;2024;0;1;2;1;3;1;4;2;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;1700000; ;1;2600000;1;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;1;2;71,273391096;3;0
59;4;1;2024;0;1;1;1;2;1;5;2;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;2000000; ;6; ;1;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;6;6;2;78,404515154;3;0
59;9;1;2024;0;1;3;0;3;3;1;1;3;5;1;1;1;1;1;1;1;6;1;6; ;6;2;2;6; ; ;500000; ;6; ;6;6;1;1;6;1;1;1;1;6;1;6;6;1;6;6;1;6;1;6;3;87,819774765;3;0
59;36;1;2024;0;1;2;1;3;3;1;1;4;5;6;1;1;2;1;2;1;6;1;1;1;6;3;2;4; ;500000; ; ;6; ;6;6;6; ; ;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;3;70,132501192;3;0
59;42;1;2024;0;1;2;2;4;3;2;2;4;5;6;1;1;1;11;7;1;6;1;1;1;6;4;2;6; ; ;1200000; ;6; ;6;6;1;1;6;1;1;1;6;1;6;6;6;6;6;1;6;6;6;6;4;79,779189345;2;1
59;46;1;2024;0;1;4;1;5;1;2;1;4;5;6;1;1;2;1;2;1;6;1;1;1;1;2;2;4; ;800000; ; ;6; ;6;6;6; ; ;1;1;1;1;1;6;6;6;6;6;6;6;1;6;1;4;98,075728215;2;1
59;47;1;2024;0;1;1;3;4;2;3;2;4;5;6;1;1;2;11;7;1;6;1;1;1;1;2;2;4; ;1000000; ; ;6; ;1;6;1;1;6;6;1;1;1;1;6;6;6;6;6;1;1;1;6;6;3;69,958657519;3;0
59;49;1;2024;0;1;2;3;5;2;2;1;4;5;6;1;6;2;1;2;1;6;1;1;1;1;2;2;4; ;1000000; ; ;6; ;6;6;1;1;6;1;1;1;1;6;1;6;6;1;6;1;6;6;1;1;4;96,257233733;3;0
59;57;1;2024;0;1;5;2;7;1;5;4;4;5;1;1;1;2;11;7;1;6;1;1;4;1;2;2;1;1; ;1500000; ;6; ;1;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;6;4;83,812724558;3;0
74;7;1;2024;0;1;2;3;5;1;6;4;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;2500000; ;1;1500000;1;6;1;1;6;1;1;1;1;6;1;6;1;1;6;1;1;6;1;6;2;168,283012001;3;0
74;13;1;2024;0;1;2;5;7;1;7;4;4;6;6;1;6;2;11;7;1;6;1;1;1;1;2;2;6; ; ;7400000; ;1;720000;1;1;1;1;6;1;1;1;1;6;1;6;1;1;6;1;1;1;1;6;2;169,873487662;3;0
74;27;1;2024;0;1;0;1;1;1;4;3;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;2500000; ;6; ;6;6;1;1;6;1;1;1;1;1;1;6;6;1;6;6;1;1;6;6;1;145,50207022;3;0
74;29;1;2024;0;1;1;0;1;1;1;1;4;4;4;1;1;2;1;2;1;6;1;1;1;1;3;2;6; ; ;750000; ;6; ;6;6;1;6;1;1;6;6;6;1;6;6;6;6;6;6;6;6;6;6;1;155,562283807;3;0
74;35;1;2024;0;1;3;5;8;1;7;5;4;5;1;1;1;2;1;2;1;6;1;1;1;1;2;2;4; ;99999999999; ; ;6; ;1;6;1;1;6;6;1;1;1;1;1;6;6;1;6;6;1;1;1;6;4;140,219131942;3;0
74;44;1;2024;0;1;0;1;1;1;4;2;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;4; ;2000000; ; ;6; ;1;6;1;1;1;6;1;1;1;6;1;6;6;1;6;1;1;1;1;6;1;142,879391641;3;0
89;1;1;2024;0;1;1;1;2;2;2;1;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;4; ;800000; ; ;6; ;6;6;6; ; ;6;1;1;1;6;1;6;6;6;6;1;1;6;6;6;2;69,293359734;3;0
89;13;1;2024;0;1;3;2;5;1;4;3;4;5;1;1;1;2;1;2;1;6;1;1;1;1;2;2;1;1; ;800000; ;6; ;1;6;6; ; ;6;1;1;1;6;1;6;6;1;6;6;6;6;1;6;4;73,793030536;3;0
89;15;1;2024;0;1;0;1;1;1;2;1;4;5;1;1;1;2;11;7;1;6;1;1;1;1;4;2;4; ;1000000; ; ;6; ;6;6;1;6;1;6;6;1;6;1;1;6;6;1;6;6;6;6;6;6;1;66,941894615;3;0
89;25;1;2024;0;1;2;1;3;1;6;4;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;99999999999;99999999999;1;99999999999;1;1;1;1;6;6;1;1;1;1;1;6;6;1;6;6;6;6;6;6;4;69,469826022;3;0
89;30;1;2024;0;1;0;4;4;1;4;3;4;5;1;1;6;2;11;7;1;6;1;1;1;1;2;2;1;1; ;1000000; ;6; ;1;6;1;1;6;6;1;1;1;1;1;6;6;1;6;6;6;1;1;6;3;85,614676259;3;0
89;40;1;2024;0;1;2;1;3;1;6;3;4;5;1;1;1;2;11;7;1;1;1;1;1;1;2;2;1;1; ;2000000; ;1;2000000;1;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;6;1;1;6;4;50,618730367;3;0
89;48;1;2024;0;1;3;1;4;1;3;2;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;2000000; ;6; ;1;6;1;1;6;6;1;1;1;1;1;6;6;1;6;1;1;6;1;6;2;73,417631653;3;0
89;50;1;2024;0;1;1;1;2;1;3;2;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;1000000; ;6; ;1;6;1;1;6;6;1;1;1;6;1;6;6;1;6;6;1;6;6;6;3;75,068389093;3;0
89;51;1;2024;0;1;3;3;6;1;3;2;4;5;1;1;1;2;11;7;1;6;1;1;1;1;4;2;1;1; ;1200000; ;6; ;6;6;1;1;6;1;1;1;6;1;1;6;6;1;6;6;6;1;6;6;4;66,862985839;3;0
89;53;1;2024;0;1;3;3;6;1;4;4;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;3000000; ;6; ;6;1;1;1;6;6;1;1;1;1;1;6;6;1;6;6;1;6;1;6;4;82,291215027;3;0
102;7;1;2024;0;1;2;2;4;2;3;2;4;5;6;1;1;2;1;2;1;6;1;1;1;1;2;2;4; ;3000000; ; ;6; ;6;6;1;1;6;1;1;1;1;1;1;6;6;1;6;6;6;1;6;6;3;142,342896649;3;0
102;18;1;2024;0;1;4;2;6;1;4;3;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;2000000; ;6; ;6;6;1;1;6;1;1;1;1;6;1;6;6;1;6;1;1;1;1;6;4;124,56342576;3;0
102;38;1;2024;0;1;4;0;4;2;4;2;4;5;1;1;1;2;11;7;1;6;1;1;2;1;2;2;4; ;2200000; ; ;6; ;1;6;1;1;6;6;1;1;1;1;1;6;6;1;6;6;1;6;1;6;5;140,22985392;3;0
102;51;1;2024;0;1;3;1;4;1;4;3;4;5;1;1;1;2;11;7;1;6;1;1;1;1;4;2;4; ;2300000; ; ;6; ;1;6;1;1;6;6;1;1;6;1;1;6;6;1;6;6;1;1;1;6;2;130,715405989;3;0
102;53;1;2024;0;1;2;2;4;2;4;2;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;4; ;1200000; ; ;6; ;1;6;1;1;6;6;1;1;1;1;1;6;6;1;6;1;6;6;6;6;2;102,165727144;2;1
102;54;1;2024;0;1;0;1;1;2;1;1;4;5;6;1;1;2;11;7;1;6;1;1;1;1;2;2;4; ;750000; ; ;6; ;6;6;1;6;1;1;6;1;1;6;6;6;6;6;6;6;6;6;6;6;1;154,538624756;3;0
116;24;1;2024;0;1;0;4;4;2;4;3;4;5;6;1;1;2;11;7;1;6;1;1;1;1;4;2;4; ;3000000; ; ;6; ;1;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;6;3;84,550607432;3;0
116;25;1;2024;0;1;0;1;1;2;3;2;4;5;6;1;1;2;1;2;1;6;1;1;1;1;4;2;1;1; ;2500000; ;1;3500000;1;1;1;1;1;1;1;1;6;1;1;6;1;1;6;1;1;1;1;6;1;106,930115167;3;0
116;39;1;2024;0;1;4;2;6;1;7;6;4;5;1;1;1;2;1;2;1;6;1;1;1;1;2;2;1;1; ;2500000; ;6; ;6;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;6;1;1;6;2;101,220156832;3;0
116;42;1;2024;0;1;1;4;5;1;4;3;4;5;6;1;1;2;1;2;1;6;1;1;1;1;4;2;4; ;3500000; ; ;6; ;1;1;1;1;6;1;1;1;6;1;1;6;1;1;6;1;1;6;1;6;3;103,407355636;3;0
116;48;1;2024;0;1;1;0;1;1;5;3;4;5;1;1;1;2;11;7;1;6;1;1;1;1;4;2;6; ; ;1500000; ;6; ;1;6;1;1;6;1;1;1;6;1;6;6;6;1;6;6;6;6;1;6;1;95,770199218;3;0
116;59;1;2024;0;1;1;1;2;1;4;2;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;2500000; ;6; ;1;6;1;1;6;6;1;1;1;1;1;6;1;1;6;1;1;1;1;6;2;79,110856779;3;0
116;62;1;2024;0;1;1;2;3;1;8;5;4;8;6;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;4000000; ;6; ;6;1;1;1;6;1;1;1;1;1;1;6;6;6;6;1;1;1;1;6;3;92,799345692;3;0
116;94;1;2024;0;1;2;3;5;1;5;3;4;5;1;1;1;2;1;2;1;6;1;1;1;1;4;2;4; ;1000000; ; ;6; ;1;1;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;1;2;92,25680339;2;1
131;51;1;2024;0;1;0;1;1;2;1;1;4;5;6;1;1;2;11;7;1;6;1;1;1;6;4;2;4; ;1000000; ; ;6; ;6;6;1;1;1;6;1;1;6;1;1;6;6;1;6;6;6;6;6;6;1;101,858280943;3;0
131;53;1;2024;0;1;2;1;3;2;4;2;4;5;6;1;1;2;11;7;1;6;1;1;1;1;2;2;4; ;2000000; ; ;6; ;1;6;1;1;6;1;1;1;1;6;1;6;6;1;6;6;1;1;6;6;2;87,171498098;3;0
131;56;1;2024;0;1;1;3;4;2;3;2;4;5;4;1;1;2;11;7;1;6;1;1;1;1;2;2;4; ;2000000; ; ;6; ;1;6;1;1;6;1;1;1;1;6;1;6;6;1;6;1;1;1;1;6;2;96,964221138;3;0
131;58;1;2024;0;1;3;1;4;1;5;3;4;5;1;1;1;2;1;2;1;6;1;1;1;1;2;2;4; ;3500000; ; ;6; ;1;1;1;1;6;6;1;1;1;1;1;6;6;1;6;1;1;1;1;6;2;98,405904533;3;0
131;64;1;2024;0;1;0;1;1;2;3;3;4;5;6;1;1;2;1;2;1;6;1;1;1;1;2;2;4; ;2600000; ; ;6; ;6;6;1;1;6;6;1;1;1;1;1;6;6;1;6;1;6;1;6;6;1;105,093260923;3;0
131;68;1;2024;0;1;4;2;6;2;4;3;4;5;6;1;1;2;11;7;1;6;1;1;1;1;2;2;4; ;2500000; ; ;6; ;1;6;1;1;6;1;1;1;1;6;1;6;6;1;6;1;1;1;1;6;4;103,798853116;3;0
146;17;1;2024;0;1;1;2;3;1;5;3;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;3000000; ;1;1100000;1;1;1;1;6;1;1;1;1;1;1;6;1;1;6;1;1;1;1;6;2;105,154581682;3;0
146;23;1;2024;0;1;0;1;1;1;4;3;4;6;1;5; ;2;11;7;1;6;1;1;1;1;2;2;1;1; ;99999999999;99999999999;1;99999999999;6;6;1;1;6;1;1;1;1;1;1;6;1;1;6;1;1;1;1;6;1;90,308115442;3;0
146;25;1;2024;0;1;2;2;4;1;3;2;4;5;6;1;1;2;11;7;1;6;1;1;1;1;2;2;4; ;2500000; ; ;6; ;1;1;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;1;2;102,78494444;3;0
146;31;1;2024;0;1;1;0;1;2;3;1;4;5;6;1;1;2;1;2;1;6;1;1;1;1;4;2;4; ;1300000; ; ;6; ;6;6;1;1;6;1;1;1;1;1;1;6;6;1;6;6;1;1;1;6;1;92,105542113;3;0
146;34;1;2024;0;1;0;1;1;2;2;1;4;5;6;1;1;2;11;7;1;6;1;1;1;1;2;2;4; ;2600000; ; ;6; ;6;6;1;1;1;1;1;1;1;6;1;6;1;1;6;1;1;1;6;6;1;93,251284069;3;0
146;55;1;2024;0;1;1;0;1;1;4;3;4;5;1;1;1;2;1;2;1;6;1;1;1;1;4;2;4; ;3700000; ; ;6; ;6;1;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;6;1;101,528866767;3;0
146;56;1;2024;0;1;1;0;1;2;5;3;4;5;1;1;1;2;1;2;1;6;1;1;1;1;4;2;4; ;1700000; ; ;6; ;6;6;1;1;1;1;1;1;6;1;1;6;6;1;6;1;1;1;1;6;1;80,985307246;3;0
146;59;1;2024;0;1;1;4;5;1;7;5;4;5;6;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;99999999999;99999999999;6; ;1;1;1;1;6;1;1;1;1;6;1;6;1;1;6;1;1;1;1;6;4;110,070987092;3;0
161;4;1;2024;0;1;0;1;1;1;3;2;4;5;1;1;1;2;1;2;1;6;1;1;1;1;2;2;1;1; ;99999999999;99999999999;1;156000;6;6;1;6;1;6;1;1;1;6;1;6;6;1;6;1;6;1;6;6;1;93,335361683;3;0
161;9;1;2024;0;1;3;1;4;1;2;1;4;5;1;1;6;2;11;7;1;6;1;1;1;1;2;2;4; ;1500000; ; ;6; ;6;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;6;1;1;6;2;94,316477126;3;0
161;12;1;2024;0;1;2;0;2;2;3;2;4;5;6;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;3500000; ;1;10000000;1;6;1;1;6;1;1;1;1;6;1;6;1;1;6;1;1;6;1;1;3;82,171208184;3;0
161;14;1;2024;0;1;1;1;2;1;2;1;4;5;4;1;1;2;11;7;1;1;1;1;1;1;2;2;1;1; ;2000000; ;6; ;6;6;6; ; ;1;1;1;1;6;1;6;6;1;6;1;1;1;6;6;2;85,418366582;3;0
161;23;1;2024;0;1;2;1;3;1;6;4;4;6;1;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;3000000; ;1;5000000;1;6;1;1;6;1;1;1;1;1;1;6;1;1;6;1;1;1;1;6;2;92,822654787;3;0
161;34;1;2024;0;1;1;1;2;2;2;1;4;5;1;1;1;2;11;7;1;6;1;1;1;1;4;2;4; ;1600000; ; ;6; ;6;6;1;1;6;1;6;1;1;1;6;6;6;6;6;6;1;1;6;1;2;90,47506638;3;0
161;38;1;2024;0;1;1;2;3;1;4;2;4;5;1;1;1;2;11;7;1;6;1;1;1;1;4;2;4; ;2200000; ; ;6; ;1;1;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;6;2;80,726170087;3;0
161;43;1;2024;0;1;1;0;1;1;5;3;4;5;1;1;1;2;1;2;1;6;1;1;1;1;2;2;1;1; ;2500000; ;6; ;1;6;1;1;6;1;1;1;1;6;1;6;6;1;6;1;1;1;6;6;1;71,456882112;3;0
161;44;1;2024;0;1;0;2;2;1;4;2;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;1500000; ;6; ;1;6;1;1;6;1;1;1;6;1;1;6;6;1;6;6;1;1;1;6;3;96,785049043;3;0
161;47;1;2024;0;1;3;2;5;1;6;4;4;5;1;1;1;2;1;2;1;6;1;1;1;1;4;2;1;1; ;12000000; ;1;3000000;1;6;1;1;6;1;1;1;1;1;1;6;1;1;6;1;1;1;1;6;4;83,802561772;3;0
177;1;1;2024;0;1;1;2;3;1;3;2;4;5;1;1;1;2;11;7;1;6;1;1;1;1;4;2;4; ;1200000; ; ;6; ;1;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;1;2;65,537265943;3;0
177;3;1;2024;0;1;0;1;1;1;2;1;4;5;1;1;1;2;11;7;1;6;1;1;1;1;4;2;1;1; ;1500000; ;6; ;6;6;6; ; ;1;1;1;1;1;1;6;6;1;6;1;1;1;1;6;1;69,927445578;3;0
177;7;1;2024;0;1;0;1;1;2;2;2;5;5;6;1;1;2;11;7;1;6;1;1;1;1;2;2;4; ;2000000; ; ;6; ;6;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;6;1;45,373391967;3;0
177;13;1;2024;0;1;1;0;1;1;6;4;4;5;1;1;1;2;11;7;1;1;1;1;1;1;2;2;1;1; ;99999999999;99999999999;1;4000000;6;6;1;1;1;1;1;1;1;6;1;6;1;1;6;1;1;1;1;6;1;70,794045667;3;0
177;20;1;2024;0;1;1;4;5;1;5;3;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;2500000; ;1;1500000;1;6;6; ; ;1;1;1;1;6;1;6;6;6;6;1;1;1;6;1;4;59,83720435;3;0
177;21;1;2024;0;1;2;2;4;1;5;3;4;6;1;1;1;2;11;7;1;1;1;1;1;1;4;2;1;1; ;3500000; ;1;3500000;6;6;1;1;6;1;6;1;1;1;1;6;1;1;6;1;1;1;1;6;4;58,464628867;3;0
177;28;1;2024;0;1;1;2;3;1;5;3;4;5;1;1;1;2;1;2;1;6;1;1;1;1;2;2;2;2; ;1000000; ;6; ;1;1;1;1;6;1;1;1;1;6;1;6;6;1;6;6;1;6;1;1;3;77,289630797;3;0
177;38;1;2024;0;1;1;1;2;1;5;4;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;4; ;99999999999; ; ;6; ;6;1;1;1;6;6;6;1;1;1;1;6;6;1;6;6;1;1;1;6;2;58,118735647;3;0
177;45;1;2024;0;1;2;1;3;1;3;2;4;5;1;1;1;2;1;2;1;6;1;1;1;1;2;2;1;1; ;1800000; ;6; ;6;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;6;2;68,937702128;3;0
177;47;1;2024;0;1;1;2;3;1;3;2;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;6; ; ;2500000; ;6; ;1;6;1;1;6;6;1;1;1;6;1;6;6;1;6;6;6;6;1;6;2;52,419844158;3;0
191;3;1;2024;0;1;2;1;3;1;4;3;4;5;1;1;1;2;1;2;1;6;1;1;1;1;2;2;1;1; ;5000000; ;1;1600000;6;6;1;1;6;1;1;1;1;1;1;6;1;1;6;1;1;1;1;6;2;65,753556707;3;0
191;8;1;2024;0;1;0;1;1;2;3;2;4;5;6;1;1;2;11;7;1;6;1;1;1;1;4;2;4; ;1500000; ; ;6; ;1;6;1;1;6;6;1;1;6;1;1;6;6;1;6;1;1;6;6;1;1;90,901826776;3;0
191;9;1;2024;0;1;0;4;4;2;2;1;4;5;6;1;1;2;11;7;1;6;1;1;1;1;4;2;4; ;1000000; ; ;6; ;6;6;1;1;6;1;1;1;6;1;1;6;6;1;6;6;6;6;6;1;4;79,102631822;3;0
191;13;1;2024;0;1;0;1;1;1;2;1;4;5;6;1;1;2;1;2;1;6;1;1;1;1;4;2;1;3; ;750000; ;6; ;6;6;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;6;6;1;36,549313536;3;0
191;22;1;2024;0;1;3;0;3;1;5;3;4;5;1;1;1;2;1;2;1;6;1;1;1;1;4;2;1;1; ;2000000; ;1;700000;1;1;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;6;3;76,649474135;3;0
191;25;1;2024;0;1;2;2;4;1;5;4;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;2000000; ;6; ;6;1;1;1;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;6;4;60,30798547;3;0
191;31;1;2024;0;1;2;0;2;1;5;2;4;5;1;1;1;2;1;2;1;6;1;1;1;1;2;2;1;1; ;1500000; ;6; ;6;6;1;1;6;1;1;1;1;1;1;6;1;1;6;1;6;1;1;1;4;58,59848405;3;0
